last_name,first_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,contact_form,rss_url,twitter,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,city/county,state/country,school name,school city/county,school state/country,public school
Winslow,Warren,1810-01-01,M,rep,NC,3.0,,Democrat,,,,,,,,,,W000640,,,,,,411794,,,,10278.0,Warren Winslow,Fayetteville,N.C,,,,0
Wood,John,1816-09-06,M,rep,PA,5.0,,Republican,,,,,,,,,,W000696,,,,,,411848,,,,10326.0,John Wood (congressman),Philadelphia,Pa,,Friends Society schools of Philadelphia,Friends Society schools of Philadelphia,0
Woodruff,John,1826-02-12,M,rep,CT,2.0,,Republican,,,,,,,,,,W000717,,,,,,411869,,,,10347.0,John Woodruff (representative),West Hartford,Conn,,,,0
Woodson,Samuel,1815-10-24,M,rep,MO,5.0,,American,,,,,,,,,,W000728,,,,,,411881,,,,10359.0,Samuel H. Woodson (Missouri),Nicholasville,Ky,,,,1
Wright,John,1828-06-28,M,rep,TN,7.0,,Democrat,,,,,,,,,,W000765,,,,,,411914,,,,10393.0,John Vines Wright,Purdy,Tenn,,,,0
Baker,Edward,1811-02-24,M,sen,OR,,2.0,Republican,,,,,,,,,,B000059,,,,,,401064,,,,361.0,Edward Dickinson Baker,London,England,,,,0
Latham,Milton,1827-05-23,M,sen,CA,,1.0,Democrat,,,,,,,,,,L000110,,,,,,406617,,,,5490.0,Milton Latham,Columbus,Ohio,,,,0
Lincoln,Abraham,1809-02-12,M,rep,IL,7.0,,Whig,,,,,,,,,,L000313,,,,,,406807,,,,5666.0,Abraham Lincoln,Hardin County,Ky,,,,0
Adams,Charles,1807-08-18,M,rep,MA,3.0,,Republican,,,,,,,,,,A000032,,,,,,400693,,,,25.0,Charles Francis Adams Sr.,Boston,Mass,,,,0
Aldrich,Cyrus,1808-06-18,M,rep,MN,-1.0,,Republican,,,,,,,,,,A000081,,,,,,400740,,,,69.0,Cyrus Aldrich,Smithfield,R.I,,,,0
Allen,William,1827-08-13,M,rep,OH,4.0,,Democrat,,,,,,,,,,A000149,,,,,,400805,,,,131.0,William Allen (congressman),Hamilton,Ohio,,,,1
Appleton,William,1786-11-16,M,rep,MA,5.0,,Constitutional Unionist,,,,,,,,,,A000270,,,,,,400909,,,,220.0,William Appleton (politician),Brookfield,Mass,,,,0
Babbitt,Elijah,1795-07-29,M,rep,PA,25.0,,Republican,,,,,,,,,,B000002,,,,,,401008,,,,312.0,Elijah Babbitt,Providence,R.I,,,,0
Bailey,Goldsmith,1823-07-17,M,rep,MA,9.0,,Republican,,,,,,,,,,B000038,,,,,,401043,,,,341.0,Goldsmith Bailey,Westmoreland,N.H,,Fitchburg,Mass.,1
Baker,Stephen,1819-08-12,M,rep,NY,12.0,,Republican,,,,,,,,,,B000074,,,,,,401077,,,,372.0,Stephen Baker (New York),New York City,,,,,0
Bernhisel,John,1799-07-23,M,rep,UT,-1.0,,Whig,,,,,,,,,,B000412,,,,,,401399,,,,,John Milton Bernhisel,Sandy Hill,Pa,,,,0
Biddle,Charles,1819-04-30,M,rep,PA,2.0,,Democrat,,,,,,,,,,B000439,,,,,,401425,,,,691.0,Charles John Biddle,Philadelphia,Pa,,,,0
Blair,Samuel,1821-12-05,M,rep,PA,18.0,,Republican,,,,,,,,,,B000529,,,,,,401504,,,,770.0,Samuel Steel Blair,Indiana,Pa,,,,0
Blake,Harrison,1818-03-17,M,rep,OH,14.0,,Republican,,,,,,,,,,B000531,,,,,,401506,,,,772.0,Harrison G. O. Blake,Newfane,Vt,,,,1
Breckinridge,John,1821-01-16,M,sen,KY,,3.0,Democrat,,,,,,,,,,B000789,,,,,,401746,,,,995.0,John C. Breckinridge,Cabells Dale,Ky,Pisgah Academy,Woodford County,Ky.,0
Bridges,George,1825-10-09,M,rep,TN,3.0,,Unionist,,,,,,,,,,B000822,,,,,,401779,,,,1026.0,George Washington Bridges,Charleston,Tenn,,,,0
Browne,George,1811-01-06,M,rep,RI,2.0,,Unionist,,,,,,,,,,B000956,,,,,,401908,,,,1144.0,George H. Browne,Gloucester,R.I,,,,0
Browning,Orville,1806-02-10,M,sen,IL,,2.0,Republican,,,,,,,,,,B000960,,,,,,401912,,,,1148.0,Orville Hickman Browning,Cynthiana,Ky,,,,0
Burnett,Henry,1825-10-05,M,rep,KY,1.0,,Democrat,,,,,,,,,,B001120,,,,,,402065,,,,1290.0,Henry Cornelius Burnett,Essex County,Va,,Hopkinsville,Christian County,0
Burnham,Alfred,1819-03-08,M,rep,CT,3.0,,Republican,,,,,,,,,,B001123,,,,,,402068,,,,1293.0,Alfred A. Burnham,Windham,Conn,,,,0
Calvert,Charles,1808-08-24,M,rep,MD,6.0,,Unionist,,,,,,,,,,C000058,,,,,,402217,,,,1429.0,Charles Benedict Calvert,Riverdale,Md,,,,0
Campbell,James,1820-02-08,M,rep,PA,11.0,,Republican,,,,,,,,,,C000088,,,,,,402244,,,,1453.0,James Hepburn Campbell,Williamsport,Pa,,,,0
Carlile,John,1817-12-16,M,sen,VA,,2.0,Unionist,,,,,,,,,,C000150,,,,,,402299,,,,1507.0,John S. Carlile,Winchester,Va,,,,0
Casey,Samuel,1821-02-12,M,rep,KY,1.0,,Unionist,,,,,,,,,,C000229,,,,,,402374,,,,1578.0,Samuel L. Casey,Caseyville,Ky,,,,0
Chamberlain,Jacob,1802-08-01,M,rep,NY,26.0,,Republican,,,,,,,,,,C000278,,,,,,402421,,,,1623.0,Jacob P. Chamberlain,Dudley,Mass,,,,1
Chase,Salmon,1808-01-13,M,sen,OH,,3.0,Republican,,,,,,,,,,C000332,,,,,,402473,,,,1672.0,Salmon P. Chase,Cornish,N.H,,,,0
Clark,Daniel,1809-10-24,M,sen,NH,,3.0,Republican,,,,,,,,,,C000427,,,,,,402565,,,,1759.0,Daniel Clark (New Hampshire politician),Stratham,N.H,,,,0
Clark,John,1802-04-17,M,rep,MO,3.0,,Democrat,,,,,,,,,,C000441,,,,,,402579,,,,1773.0,John Bullock Clark,Madison County,Ky,,,,0
Clements,Andrew,1832-12-23,M,rep,TN,4.0,,Unionist,,,,,,,,,,C000505,,,,,,402641,,,,1830.0,Andrew Jackson Clements,Clementsville,Tenn,,,,0
Cobb,George,1813-10-13,M,rep,NJ,4.0,,Democrat,,,,,,,,,,C000546,,,,,,402679,,,,1866.0,George T. Cobb,Morristown,N.J,,,,0
Collamer,Jacob,1791-01-08,M,sen,VT,,3.0,Republican,,,,,,,,,,C000628,,,,,,402757,,,,1940.0,Jacob Collamer,Troy,N.Y,,,,0
Conkling,Frederick,1816-08-22,M,rep,NY,6.0,,Republican,,,,,,,,,,C000680,,,,,,402806,,,,1983.0,Frederick A. Conkling,Canajoharie,N.Y,Albany Academy,,,0
Conway,Martin,1827-11-19,M,rep,KS,1.0,,Republican,,,,,,,,,,C000713,,,,,,402837,,,,2013.0,Martin F. Conway,Bretons Hill,Md,,,,0
Cooper,Thomas,1823-12-29,M,rep,PA,7.0,,Democrat,,,,,,,,,,C000763,,,,,,402883,,,,2057.0,Thomas Buchecker Cooper,Coopersburg,Pa,,,,0
Corwin,Thomas,1794-07-29,M,rep,OH,7.0,,Republican,,,,,,,,,,C000791,,,,,,402911,,,,2078.0,Thomas Corwin,Bourbon County,Ky,,,,0
Cowan,Edgar,1815-09-19,M,sen,PA,,3.0,Republican,,,,,,,,,,C000819,,,,,,402937,,,,2101.0,Edgar Cowan,Westmoreland County,Pa,,,,0
Cradlebaugh,John,1819-02-22,M,rep,NV,0.0,,,,,,,,,,,,C000850,,,,,,402966,,,,,John Cradlebaugh,Circleville,Ohio,,,,0
Crisfield,John,1806-11-08,M,rep,MD,1.0,,Unionist,,,,,,,,,,C000907,,,,,,403019,,,,2176.0,John W. Crisfield,Chestertown,Md,,,,0
Crittenden,John,1787-09-10,M,rep,KY,8.0,,Unionist,,,,,,,,,,C000912,,,,,,403024,,,,2181.0,John J. Crittenden,Versailles,Ky,,,,0
Curtis,Samuel,1805-02-03,M,rep,IA,1.0,,Republican,,,,,,,,,,C001013,,,,,,403120,,,,2274.0,Samuel Ryan Curtis,Champlain,N.Y,,,,1
Cutler,William,1812-07-12,M,rep,OH,16.0,,Republican,,,,,,,,,,C001027,,,,,,403134,,,,2288.0,William P. Cutler,Marietta,Ohio,,,,0
Davis,William,1815-08-16,M,rep,PA,5.0,,Republican,,,,,,,,,,D000143,,,,,,403276,,,,2418.0,William Morris Davis (congressman),Keene Valley,N.Y,,,,0
De Jarnette,Daniel,1822-10-18,M,rep,VA,-1.0,,Independent Democrat,,,,,,,,,,D000202,,,,,,403307,,,,2472.0,Daniel Coleman DeJarnette Sr.,Spring Grove Manor,Va,,,,0
Delano,Charles,1820-06-24,M,rep,MA,10.0,,Republican,,,,,,,,,,D000213,,,,,,403357,,,,2478.0,Charles Delano,New Braintree,Mass,,,,0
Delaplaine,Isaac,1817-10-27,M,rep,NY,8.0,,Democrat,,,,,,,,,,D000215,,,,,,403359,,,,2481.0,Isaac C. Delaplaine,New York City,N.Y,,,,0
Diven,Alexander,1809-02-10,M,rep,NY,27.0,,Republican,,,,,,,,,,D000364,,,,,,403481,,,,2613.0,Alexander S. Diven,Catharine Watkins,N.Y,,,,0
Dunlap,George,1813-02-22,M,rep,KY,6.0,,Unionist,,,,,,,,,,D000542,,,,,,403650,,,,2767.0,George W. Dunlap,Walnut Hills,Ky,,,,0
Dunn,William,1814-12-12,M,rep,IN,3.0,,Republican,,,,,,,,,,D000554,,,,,,403661,,,,2777.0,William McKee Dunn,Hanover,Territory of Indiana,,Hanover,Hanover,0
Edgerton,Sidney,1818-08-17,M,rep,OH,18.0,,Republican,,,,,,,,,,E000048,,,,,,403743,,,,2848.0,Sidney Edgerton,Cazenovia,N.Y,Lima,N.Y.,where he was later an instructor,0
Edwards,Thomas,1795-12-16,M,rep,NH,3.0,,Republican,,,,,,,,,,E000081,,,,,,403773,,,,2874.0,Thomas M. Edwards,Keene,N.H,,,,0
Ely,Alfred,1815-02-15,M,rep,NY,29.0,,Republican,,,,,,,,,,E000164,,,,,,403855,,,,2952.0,Alfred Ely,Lyme,Conn,Bacon Academy at Colchester,Conn.,Conn.,0
Fessenden,Samuel,1815-03-07,M,rep,ME,3.0,,Republican,,,,,,,,,,F000097,,,,,,404054,,,,3125.0,Samuel C. Fessenden,New Gloucester,Maine,,,,0
Fessenden,Thomas,1826-01-23,M,rep,ME,2.0,,Republican,,,,,,,,,,F000098,,,,,,404055,,,,3126.0,T. A. D. Fessenden,Portland,Maine,,,,0
Fisher,George,1817-10-13,M,rep,DE,0.0,,Unionist,,,,,,,,,,F000147,,,,,,404102,,,,3167.0,George P. Fisher,Milford,Del,,,,0
Flanders,Benjamin,1816-01-26,M,rep,LA,1.0,,Unionist,,,,,,,,,,F000189,,,,,,404144,,,,3205.0,Benjamin Flanders,Bristol,N.H,,,,1
Foster,Lafayette,1806-11-22,M,sen,CT,,3.0,Republican,,,,,,,,,,F000308,,,,,,404257,,,,3310.0,Lafayette S. Foster,Franklin,Conn,,,,0
Fouke,Philip,1818-01-23,M,rep,IL,8.0,,Democrat,,,,,,,,,,F000316,,,,,,404265,,,,3318.0,Philip B. Fouke,Kaskaskia,Ill,,,,1
Franchot,Richard,1816-06-02,M,rep,NY,19.0,,Republican,,,,,,,,,,F000334,,,,,,404283,,,,3333.0,Richard Franchot,Morris,N.Y,,,,1
Granger,Bradley,1825-03-12,M,rep,MI,1.0,,Republican,,,,,,,,,,G000374,,,,,,404726,,,,3748.0,Bradley F. Granger,Lowville,N.Y,,,,1
Gurley,John,1813-12-09,M,rep,OH,2.0,,Republican,,,,,,,,,,G000530,,,,,,404875,,,,3881.0,John A. Gurley,East Hartford,Conn,,,,0
Haight,Edward,1817-03-26,M,rep,NY,9.0,,Democrat,,,,,,,,,,H000021,,,,,,404906,,,,3909.0,Edward Haight (politician),New York City,N.Y,,,,0
Hanchett,Luther,1825-10-25,M,rep,WI,2.0,,Republican,,,,,,,,,,H000145,,,,,,405027,,,,4023.0,Luther Hanchett,Middlebury,Ohio,,,,0
Harris,Ira,1802-05-31,M,sen,NY,,3.0,Republican,,,,,,,,,,H000242,,,,,,405120,,,,4103.0,Ira Harris,Charleston,N.Y,Homer (N.Y.) Academy,,,0
Harrison,Richard,1824-04-08,M,rep,OH,7.0,,Unionist,,,,,,,,,,H000274,,,,,,405149,,,,4133.0,Richard A. Harrison,Thirsk,England,,,,0
Hickman,John,1810-09-11,M,rep,PA,6.0,,Republican,,,,,,,,,,H000562,,,,,,405424,,,,4384.0,John Hickman (Pennsylvania politician),West Bradford Township,Pa,,,,0
Horton,Valentine,1802-01-29,M,rep,OH,11.0,,Republican,,,,,,,,,,H000800,,,,,,405649,,,,4590.0,Valentine B. Horton,Windsor,Vt,,,,0
Hutchins,John,1812-07-25,M,rep,OH,20.0,,Republican,,,,,,,,,,H001008,,,,,,405848,,,,4778.0,John Hutchins,Vienna,Ohio,,,,0
Jackson,James,1823-09-27,M,rep,KY,2.0,,Unionist,,,,,,,,,,J000019,,,,,,405926,,,,4857.0,James S. Jackson,Fayette County,Ky,,,,0
Johnson,Waldo,1817-09-16,M,sen,MO,,3.0,Democrat,,,,,,,,,,J000179,,,,,,406074,,,,4995.0,Waldo P. Johnson,Bridgeport,Va,,,,0
Kellogg,William,1814-07-08,M,rep,IL,4.0,,Republican,,,,,,,,,,K000068,,,,,,406238,,,,5146.0,William Kellogg (Illinois),Kelloggsville,Ohio,,,,1
Kerrigan,James,1828-12-25,M,rep,NY,4.0,,Ind. Democrat,,,,,,,,,,K000147,,,,,,406312,,,,5215.0,James Kerrigan,New York City,N.Y,,,,0
Lane,Henry,1811-02-24,M,sen,IN,,3.0,Republican,,,,,,,,,,L000060,,,,,,406569,,,,5442.0,Henry Smith Lane,Sharpsburg,Ky,,,,0
Leary,Cornelius,1813-10-22,M,rep,MD,3.0,,Unionist,,,,,,,,,,L000179,,,,,,406681,,,,5544.0,Cornelius Leary,Baltimore,Md,,,,1
Lehman,William,1821-08-21,M,rep,PA,1.0,,Democrat,,,,,,,,,,L000227,,,,,,406731,,,,5592.0,William Eckart Lehman,Philadelphia,Pa,,,,0
Loomis,Dwight,1821-07-27,M,rep,CT,1.0,,Republican,,,,,,,,,,L000438,,,,,,406929,,,,5775.0,Dwight Loomis,Columbia,Conn,,,,0
Low,Frederick,1828-06-30,M,rep,CA,-1.0,,Republican,,,,,,,,,,L000469,,,,,,406958,,,,5804.0,Frederick Low,Winterport,Maine,Hampden Academy,,,0
May,Henry,1816-02-13,M,rep,MD,4.0,,Unionist,,,,,,,,,,M000275,,,,,,407293,,,,6103.0,Henry May (American politician),Washington,D.C,,,,0
McClernand,John,1812-05-30,M,rep,IL,6.0,,Democrat,,,,,,,,,,M000337,,,,,,407346,,,,6157.0,John Alexander McClernand,Breckinridge County,Ky,,,,0
McDougall,James,1817-11-19,M,sen,CA,,3.0,Democrat,,,,,,,,,,M000416,,,,,,407416,,,,6222.0,James A. McDougall,Bethlehem,N.Y,Albany,N.Y.,,1
McKean,James,1821-08-05,M,rep,NY,15.0,,Republican,,,,,,,,,,M000491,,,,,,407486,,,,6285.0,James B. McKean,Bennington,Vt,,,,0
McKnight,Robert,1820-01-20,M,rep,PA,22.0,,Republican,,,,,,,,,,M000531,,,,,,407523,,,,6319.0,Robert McKnight,Pittsburgh,Pa,,Xenia,Ohio,0
McPherson,Edward,1830-07-31,M,rep,PA,17.0,,Republican,,,,,,,,,,M000591,,,,,,407580,,,,6373.0,Edward McPherson,Gettysburg,Pa,,,,0
Menzies,John,1819-04-12,M,rep,KY,10.0,,Unionist,,,,,,,,,,M000641,,,,,,407627,,,,6414.0,John W. Menzies,Bryants Station,Ky,,,,0
Mitchel,Charles,1815-09-19,M,sen,AR,,3.0,Democrat,,,,,,,,,,M000801,,,,,,407777,,,,6550.0,Charles B. Mitchel,Gallatin,Tenn,,,,0
Mitchell,William,1807-01-19,M,rep,IN,10.0,,Republican,,,,,,,,,,M000830,,,,,,407805,,,,6576.0,William Mitchell (congressman),Root,N.Y,,,,1
Morrill,Anson,1803-06-10,M,rep,ME,4.0,,Republican,,,,,,,,,,M000967,,,,,,407935,,,,6694.0,Anson Morrill,Belgrade,Maine,,,,0
Morris,Edward,1815-07-16,M,rep,PA,2.0,,Republican,,,,,,,,,,M000975,,,,,,407943,,,,6702.0,Edward Joy Morris,Philadelphia,Pa,,,,0
Nelson,Thomas,1812-03-19,M,rep,TN,-1.0,,,,,,,,,,,,N000042,,,,,,408132,,,,6873.0,Thomas Amos Rogers Nelson,Kingston,Tenn,,,,0
Nixon,John,1820-08-31,M,rep,NJ,1.0,,Republican,,,,,,,,,,N000115,,,,,,408199,,,,6938.0,John T. Nixon,Fairton,N.J,,,,0
Norton,Elijah,1821-11-21,M,rep,MO,4.0,,Democrat,,,,,,,,,,N000148,,,,,,408230,,,,6967.0,Elijah Hise Norton,Russellville,Ky,,,,0
Nugen,Robert,1809-07-16,M,rep,OH,15.0,,Democrat,,,,,,,,,,N000168,,,,,,408249,,,,6985.0,Robert H. Nugen,Hallidays Cove,Pa,,,,0
Olin,Abram,1808-09-21,M,rep,NY,13.0,,Republican,,,,,,,,,,O000066,,,,,,408339,,,,7054.0,Abram B. Olin,Shaftsbury,Vt,,,,0
Pearce,James,1805-12-14,M,sen,MD,,3.0,Democrat,,,,,,,,,,P000161,,,,,,408566,,,,7282.0,James Pearce,Alexandria,Va,,Alexandria,Alexandria,0
Phelps,John,1814-12-22,M,rep,MO,6.0,,Democrat,,,,,,,,,,P000296,,,,,,408696,,,,7401.0,John S. Phelps,Simsbury,Conn,,,,0
Phelps,Timothy,1824-12-20,M,rep,CA,-1.0,,Republican,,,,,,,,,,P000300,,,,,,408700,,,,7405.0,Timothy Guy Phelps,Oxford,N.Y,,,,0
Porter,Albert,1824-04-20,M,rep,IN,6.0,,Republican,,,,,,,,,,P000435,,,,,,408826,,,,7529.0,Albert G. Porter,Lawrenceburg,Ind,,,,0
Potter,John,1817-05-11,M,rep,WI,1.0,,Republican,,,,,,,,,,P000465,,,,,,408852,,,,7556.0,John F. Potter,Augusta,Maine,Phillips Exeter Academy,Exeter,N.H.,0
Price,Thomas,1809-01-19,M,rep,MO,5.0,,Democrat,,,,,,,,,,P000532,,,,,,408916,,,,7618.0,Thomas Lawson Price,Danville,Va,,,,0
Reid,John,1821-06-14,M,rep,MO,5.0,,Democrat,,,,,,,,,,R000149,,,,,,409126,,,,7812.0,John William Reid,Lynchburg,Va,,,,0
Riddle,Albert,1816-05-28,M,rep,OH,19.0,,Republican,,,,,,,,,,R000238,,,,,,409214,,,,7891.0,Albert G. Riddle,Monson,Mass,,,,0
Scranton,George,1811-05-11,M,rep,PA,12.0,,Republican,,,,,,,,,,S000191,,,,,,409696,,,,8316.0,George W. Scranton,Madison,Conn,Lee’s Academy,,,0
Sedgwick,Charles,1815-03-15,M,rep,NY,24.0,,Republican,,,,,,,,,,S000221,,,,,,409726,,,,8343.0,Charles B. Sedgwick,Pompey,N.Y,,,,0
Sherman,Socrates,1801-07-22,M,rep,NY,17.0,,Republican,,,,,,,,,,S000350,,,,,,409846,,,,8458.0,Socrates N. Sherman,Barre,Vt,,,,0
Shiel,George,,M,rep,OR,1.0,,Democrat,,,,,,,,,,S000358,,,,,,409854,,,,8466.0,George K. Shiel,,,,,,0
Sloan,Andrew,1820-06-12,M,rep,WI,3.0,,Republican,,,,,,,,,,S000490,,,,,,409978,,,,8578.0,A. Scott Sloan,Morrisville,N.Y,Morrisville Academy,,,1
Smith,Edward,1809-05-05,M,rep,NY,1.0,,Democrat,,,,,,,,,,S000529,,,,,,410012,,,,8612.0,Edward H. Smith (politician),Smithtown,N.Y,,,,0
Spaulding,Elbridge,1809-02-24,M,rep,NY,32.0,,Republican,,,,,,,,,,S000705,,,,,,410176,,,,8768.0,Elbridge G. Spaulding,Summer Hill,N.Y,,,,0
Stark,Benjamin,1820-06-26,M,sen,OR,,2.0,Democrat,,,,,,,,,,S000809,,,,,,410275,,,,8849.0,Benjamin Stark,New Orleans,La,,,,0
Stratton,John,1817-11-27,M,rep,NJ,2.0,,Republican,,,,,,,,,,S000995,,,,,,410453,,,,9015.0,John L. N. Stratton,Mount Holly,N.J,,Mount Holly,Mount Holly,0
Thayer,Andrew,1818-11-27,M,rep,OR,1.0,,Democrat,,,,,,,,,,T000144,,,,,,410726,,,,9272.0,Andrew J. Thayer,Lima,N.Y,,,,0
Thomas,Benjamin,1813-02-12,M,rep,MA,3.0,,Unionist,,,,,,,,,,T000157,,,,,,410739,,,,9285.0,Benjamin Thomas (congressman),Boston,Mass,,,,0
Train,Charles,1817-10-18,M,rep,MA,8.0,,Republican,,,,,,,,,,T000352,,,,,,410922,,,,9455.0,Charles R. Train,Framingham,Mass,,,,0
Trimble,Carey,1813-09-13,M,rep,OH,10.0,,Republican,,,,,,,,,,T000371,,,,,,410940,,,,9471.0,Carey A. Trimble,Hillsboro,Ohio,,,,0
Upton,Charles,1812-08-23,M,rep,VA,7.0,,Unionist,,,,,,,,,,U000030,,,,,,411053,,,,9575.0,Charles H. Upton,Salem,Mass,,,,1
Vallandigham,Clement,1820-07-29,M,rep,OH,3.0,,Democrat,,,,,,,,,,V000008,,,,,,411067,,,,9588.0,Clement Vallandigham,New Lisbon,Ohio,,,,0
Verree,John,1817-03-09,M,rep,PA,3.0,,Republican,,,,,,,,,,V000090,,,,,,411145,,,,9664.0,John Paul Verree,Verree Mills,Pa,,,,0
Vibbard,Chauncey,1811-11-11,M,rep,NY,18.0,,Democrat,,,,,,,,,,V000094,,,,,,411149,,,,9667.0,Chauncey Vibbard,Galway,N.Y,Mott’s Academy for Boys,Albany,N.Y.,0
Walker,Amasa,1799-05-04,M,rep,MA,9.0,,Republican,,,,,,,,,,W000045,,,,,,411225,,,,9734.0,Amasa Walker,East Woodstock,Conn,,,,0
Wall,William,1800-03-20,M,rep,NY,5.0,,Republican,,,,,,,,,,W000073,,,,,,411252,,,,9759.0,William Wall (U.S. politician),Philadelphia,Pa,,,,0
Walton,Charles,1819-12-09,M,rep,ME,2.0,,Republican,,,,,,,,,,W000112,,,,,,411290,,,,9794.0,Charles W. Walton,Mexico,Maine,,,,0
Walton,Eliakim,1812-02-17,M,rep,VT,1.0,,Republican,,,,,,,,,,W000113,,,,,,411291,,,,9795.0,Eliakim Persons Walton,Montpelier,Vt,,,,0
Watts,John,1816-01-19,M,rep,NM,-1.0,,Republican,,,,,,,,,,W000213,,,,,,411382,,,,,John Sebrie Watts,Boone County,Ky,,,,0
White,Albert,1803-10-24,M,rep,IN,8.0,,Republican,,,,,,,,,,W000351,,,,,,411513,,,,10005.0,Albert Smith White,Orange County,N.Y,,,,0
Wickliffe,Charles,1788-06-08,M,rep,KY,5.0,,Unionist,,,,,,,,,,W000442,,,,,,411600,,,,10088.0,Charles A. Wickliffe,Springfield,Ky,,,,0
Wilmot,David,1814-01-20,M,sen,PA,,1.0,Republican,,,,,,,,,,W000566,,,,,,411722,,,,10208.0,David Wilmot,Bethany,Pa,,,,0
Woodruff,George,1805-12-01,M,rep,CT,4.0,,Democrat,,,,,,,,,,W000716,,,,,,411868,,,,10346.0,George Catlin Woodruff,Litchfield,Conn,,,,0
Worcester,Samuel,1804-08-30,M,rep,OH,13.0,,Republican,,,,,,,,,,W000741,,,,,,411891,,,,10370.0,Samuel T. Worcester,Hollis,N.H,,,,0
Arnold,Samuel,1821-04-12,M,sen,RI,,1.0,Republican,,,,,,,,,,A000295,,,,,,400937,,,,247.0,Samuel G. Arnold,Providence,R.I,,,,0
Field,Richard,1803-12-31,M,sen,NJ,,1.0,Republican,,,,,,,,,,F000106,,,,,,404063,,,,3133.0,Richard Stockton Field,White Hill Mansion,N.J,,,,0
Harding,Benjamin,1823-01-04,M,sen,OR,,2.0,Democrat,,,,,,,,,,H000189,,,,,,405070,,,,4057.0,Benjamin F. Harding,Tunkhannock,Pa,,,,1
Henderson,John,1826-11-16,M,sen,MO,,1.0,Republican,,,,,,,,,,H000483,,,,,,405346,,,,4310.0,John B. Henderson,Danville,Va,,,,0
Hicks,Thomas,1798-09-02,M,sen,MD,,3.0,Unconditional Unionist,,,,,,,,,,H000567,,,,,,405429,,,,4387.0,Thomas Holliday Hicks,East New Market,Md,,,,0
Wilson,Robert,,M,sen,MO,,3.0,Unionist,,,,,,,,,,W000609,,,,,,411764,,,,10248.0,Robert Wilson (Missouri),,,,,,0
Wright,Joseph,1810-04-17,M,sen,IN,,1.0,Unionist,,,,,,,,,,W000766,,,,,,411915,,,,10394.0,Joseph A. Wright,Washington,Pa,,,,0
Allen,James,1822-01-29,M,rep,IL,-1.0,,Democrat,,,,,,,,,,A000128,,,,,,400784,,,,111.0,James C. Allen,Shelby County,Ky,,,,1
Allen,William,1829-06-09,M,rep,IL,13.0,,Democrat,,,,,,,,,,A000152,,,,,,400807,,,,133.0,William J. Allen,Wilson County,Tenn,,,,0
Anderson,Lucien,1824-06-23,M,rep,KY,1.0,,Unconditional Unionist,,,,,,,,,,A000201,,,,,,400856,,,,178.0,Lucien Anderson,Mayfield,Ky,,,,1
Arnold,Isaac,1815-11-30,M,rep,IL,1.0,,Republican,,,,,,,,,,A000288,,,,,,400930,,,,240.0,Isaac N. Arnold,Hartwick,N.Y,,,,0
Bailey,Joseph,1810-03-18,M,rep,PA,15.0,,Democrat,,,,,,,,,,B000043,,,,,,401048,,,,346.0,Joseph Bailey (congressman),Pennsbury Township,Pa,,,,0
Baldwin,Augustus,1817-12-24,M,rep,MI,5.0,,Democrat,,,,,,,,,,B000085,,,,,,401087,,,,380.0,Augustus C. Baldwin,Syracuse,N.Y,,,,1
Bennet,Hiram,1826-09-02,M,rep,CO,-1.0,,Conservative Republican,,,,,,,,,,B000369,,,,,,401361,,,,,Hiram Pitt Bennet,Carthage,Maine,,,,0
Blair,Jacob,1821-04-11,M,rep,WV,1.0,,Unconditional Unionist,,,,,,,,,,B000525,,,,,,401501,,,,766.0,Jacob B. Blair,Parkersburg,Va. (now W.Va,,,,0
Bliss,George,1813-01-01,M,rep,OH,14.0,,Democrat,,,,,,,,,,B000559,,,,,,401533,,,,796.0,George Bliss (Congressman),Jericho,Vt,,,,0
Bowden,Lemuel,1815-01-16,M,sen,VA,,1.0,Unionist,,,,,,,,,,B000678,,,,,,401640,,,,893.0,Lemuel J. Bowden,Williamsburg,Va,,,,0
Brown,Benjamin,1826-05-28,M,sen,MO,,3.0,Republican,,,,,,,,,,B000905,,,,,,401862,,,,1100.0,Benjamin Gratz Brown,Lexington,Ky,,,,0
Brown,James,1824-02-01,M,rep,WI,1.0,,Democrat,,,,,,,,,,B000922,,,,,,401877,,,,1112.0,James S. Brown,Hampden,Maine,,,,1
Brown,William,1800-09-25,M,rep,VA,-1.0,,Unconditional Unionist,,,,,,,,,,B000948,,,,,,401901,,,,1137.0,William G. Brown Sr.,Kingwood,Va. (now West Virginia,,,,1
Clark,Ambrose,1810-02-19,M,rep,NY,20.0,,Republican,,,,,,,,,,C000420,,,,,,402559,,,,1752.0,Ambrose W. Clark,Cooperstown,N.Y,,,,1
Clay,Brutus,1808-07-01,M,rep,KY,7.0,,Unionist,,,,,,,,,,C000479,,,,,,402617,,,,1807.0,Brutus J. Clay,Richmond,Ky,,,,0
Cole,George,1826-12-23,M,rep,WA,-1.0,,Democrat,,,,,,,,,,C000609,,,,,,402738,,,,,George Edward Cole,Trenton Falls,N.Y,Hobart Hall Institute,,,1
Conness,John,1821-09-22,M,sen,CA,,1.0,Republican,,,,,,,,,,C000695,,,,,,402820,,,,1997.0,John Conness,Abbey,Ireland,,,,0
