last_name,first_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,contact_form,rss_url,twitter,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,city/county,state/country,school name,school city/county,school state/country,public school
Gosar,Paul,11/22/1958,M,rep,AZ,4.0,,Republican,https://gosar.house.gov,2057 Rayburn House Office Building; Washington DC 20515-0304,202-225-2315,,http://gosar.house.gov/rss.xml,RepGosar,repgosar,repgosar,UC5orqw_9acsKWSRbrqTDXBw,G000565,1992.0,N00030771,,H0AZ01259,62470.0,412397,123491.0,Paul Gosar,,21103.0,Paul Gosar,Rock Springs,Wyo,Pinedale High School,Pinedale,Wyo.,0
Gowdy,Trey,8/22/1964,M,rep,SC,4.0,,Republican,https://gowdy.house.gov,2418 Rayburn House Office Building; Washington DC 20515-4004,202-225-6030,,http://gowdy.house.gov/news/rss.aspx,TGowdySC,RepTreyGowdy,TGowdySC,UCVvxvugtuNZSygB4z4aVfsg,G000566,2058.0,N00030880,,H0SC04257,9268950.0,412473,121782.0,Trey Gowdy,,21175.0,Trey Gowdy,Greenville,S.C,Spartanburg High School,Spartanburg,S.C.,0
Granger,Kay,1/18/1943,F,rep,TX,12.0,,Republican,https://kaygranger.house.gov,1026 Longworth House Office Building; Washington DC 20515-4312,202-225-5071,,http://kaygranger.house.gov/rss.xml,RepKayGranger,RepKayGranger,RepKayGranger,UCsRMtemAkyLh78MPES6gMVQ,G000377,1487.0,N00008799,,H6TX12060,45709.0,400157,334.0,,,29762.0,Kay Granger,Greenville,Tex,Eastern Hills High School,Fort Worth,Tex.,0
Grassley,Charles,9/17/1933,M,sen,IA,,3.0,Republican,https://www.grassley.senate.gov,135 Hart Senate Office Building Washington DC 20510,202-224-3744,http://www.grassley.senate.gov/contact,http://grassley.senate.gov/customcf/rss_feed.cfm,ChuckGrassley,grassley,senchuckgrassley,UCiCPRkcLMInpDeOqGkMTt4w,G000386,457.0,N00001758,S153,S0IA00028,1167.0,300048,53293.0,Chuck Grassley,,14226.0,Chuck Grassley,New Hartford,Iowa,,,,1
Graves,Sam,11/7/1963,M,rep,MO,6.0,,Republican,https://graves.house.gov,1135 Longworth House Office Building; Washington DC 20515-2506,202-225-7041,,http://graves.house.gov/common/rss/index.cfm?rss=25,RepSamGraves,1.18515E+11,,,G000546,1656.0,N00013323,,H0MO06073,89873.0,400158,9425.0,,,20124.0,Sam Graves,Tarkio,Mo,Tarkio High School,Tarkio,Mo.,0
Graves,Tom,2/3/1970,M,rep,GA,14.0,,Republican,https://tomgraves.house.gov,2078 Rayburn House Office Building; Washington DC 20515-1014,202-225-5211,,http://tomgraves.house.gov/news/rss.aspx,RepTomGraves,reptomgraves,CongressmanGraves,UCBxeA4MWCmfUox57bUTEH0g,G000560,1979.0,N00030788,,H0GA09030,11519.0,412388,31969.0,Tom Graves,,20962.0,Tom Graves,St Petersburg,Fla,Cass High School,Cartersville,Ga.,0
Green,Al,9/1/1947,M,rep,TX,9.0,,Democrat,https://algreen.house.gov,2347 Rayburn House Office Building; Washington DC 20515-4309,202-225-7508,,http://algreen.house.gov/rss.xml,RepAlGreen,repalgreen,RepAlGreen,UCFtgMZm1YUXaZ8OtOj-GDjA,G000553,1803.0,N00026686,,H4TX09095,1012969.0,400653,49680.0,Al Green,,20529.0,Al Green (politician),New Orleans,La,,,,0
Green,Gene,10/17/1947,M,rep,TX,29.0,,Democrat,https://green.house.gov,2470 Rayburn House Office Building; Washington DC 20515-4329,202-225-1688,,http://green.house.gov/rss.xml,RepGeneGreen,RepGeneGreen,RepGeneGreen,UCc6B7e8ontd_yKsPt_6w2oA,G000410,462.0,N00005870,,H2TX29030,26156.0,400160,27100.0,,,39304.0,Gene Green,Houston,Tex,Jefferson Davis High School,Houston,Tex.,0
Griffith,H.,3/15/1958,M,rep,VA,9.0,,Republican,https://morgangriffith.house.gov,2202 Rayburn House Office Building; Washington DC 20515-4609,202-225-3861,,http://morgangriffith.house.gov/news/rss.aspx,RepMGriffith,RepMorganGriffith,RepMorganGriffith,UCzxqD7EY_Rdvbc0spbaYkJA,G000568,2070.0,N00032029,,H0VA09055,62766.0,412485,5148.0,Morgan Griffith,,21191.0,Morgan Griffith,Philadelphia,Pa,Andrew Lewis High School,Salem,Va.,0
Grijalva,Raúl,2/19/1948,M,rep,AZ,3.0,,Democrat,https://grijalva.house.gov,1511 Longworth House Office Building; Washington DC 20515-0303,202-225-2435,,http://grijalva.house.gov/common/rss/?rss=13,RepraulGrijalva,Rep.Grijalva,raulgrijalvaaz07,UC8JZLnXS21bhNbcvpoM8O7g,G000551,1708.0,N00025284,,H2AZ07070,1003551.0,400162,28253.0,Raul M. Grijalva,,20305.0,Raúl Grijalva,Tucson,Ariz,Sunnyside High School,Tucson,Ariz.,0
Guthrie,Brett,2/18/1964,M,rep,KY,2.0,,Republican,https://guthrie.house.gov,2434 Rayburn House Office Building; Washington DC 20515-1702,202-225-3501,,http://guthrie.house.gov/common/rss/?rss=24,RepGuthrie,CongressmanGuthrie,BrettGuthrie,UCdJhDw-YbdH0RHfWK0sIfiw,G000558,1922.0,N00029675,,H8KY02031,1031343.0,412278,18829.0,Brett Guthrie,,20916.0,Brett Guthrie,Florence,Ala,Bradshaw High School,Florence,Ala.,0
Gutiérrez,Luis,12/10/1953,M,rep,IL,4.0,,Democrat,https://gutierrez.house.gov,2408 Rayburn House Office Building; Washington DC 20515-1304,202-225-8203,,http://gutierrez.house.gov/rss.xml,RepGutierrez,RepGutierrez,repluisgutierrez,UCLooufcInrRP1FQn_WY9yDA,G000535,478.0,N00004874,,H2IL08039,23476.0,400163,26841.0,Luis V. Gutierrez,,29348.0,Luis Gutiérrez,Chicago,Ill,,,,0
Harper,Gregg,6/1/1956,M,rep,MS,3.0,,Republican,https://harper.house.gov,2227 Rayburn House Office Building; Washington DC 20515-2403,202-225-5031,,http://harper.house.gov/rss.xml,GreggHarper,GreggHarper,congressmanharper,UC9UIowW9bhstVTiMX8znppQ,H001045,1933.0,N00029632,,H8MS03067,1031347.0,412280,101985.0,,,20925.0,Gregg Harper,Jackson,Miss,Pearl High School,Pearl,Miss.,0
Harris,Andy,1/25/1957,M,rep,MD,1.0,,Republican,https://harris.house.gov,1533 Longworth House Office Building; Washington DC 20515-2001,202-225-5311,,http://harris.house.gov/rss.xml,RepAndyHarrisMD,AndyHarrisMD,RepAndyHarris,UCvUuV7FiJfJi1yux4qozgMg,H001052,2026.0,N00029147,,H8MD01094,1033464.0,412434,19157.0,,,21139.0,Andy Harris (politician),Brooklyn,N.Y,Regis High School,New York,N.Y.,0
Hartzler,Vicky,10/13/1960,F,rep,MO,4.0,,Republican,https://hartzler.house.gov,2235 Rayburn House Office Building; Washington DC 20515-2504,202-225-2876,,http://hartzler.house.gov/rss.xml,RepHartzler,Congresswoman.Hartzler,repvickyhartzler,UCAvttUz6qBVEJiFt7p_MZxw,H001053,2032.0,N00031005,,H0MO04086,95050.0,412444,8783.0,Vicky Hartzler,,21149.0,Vicky Hartzler,Harrisonville,Mo,Archie High School,Archie,Mo.,0
Hastings,Alcee,9/5/1936,M,rep,FL,20.0,,Democrat,https://alceehastings.house.gov,2353 Rayburn House Office Building; Washington DC 20515-0920,202-225-1313,,http://www.alceehastings.house.gov/news/rss.aspx,RepHastingsFL,95696782238,RepAlceeHastings,UCaXXiR3YjMuPIlIGRGNnm8A,H000324,511.0,N00002884,,H2FL23021,1858.0,400170,26798.0,Alcee L. Hastings,,29337.0,Alcee Hastings,Altamonte Springs,Fla,Crooms Academy,Sanford,Fla,0
Heinrich,Martin,10/17/1971,M,sen,NM,,1.0,Democrat,https://www.heinrich.senate.gov,303 Hart Senate Office Building Washington DC 20510,202-224-5521,http://www.heinrich.senate.gov/contact,,MartinHeinrich,MartinHeinrich,SenMartinHeinrich,UCBxh8IK5sMxY0Ln_0G2NYcg,H001046,1937.0,N00029835,S359,"H8NM01224,S2NM00088",1030686.0,412281,74517.0,Martin Heinrich,,20930.0,Martin Heinrich,,,,,,0
Hensarling,Jeb,5/29/1957,M,rep,TX,5.0,,Republican,https://hensarling.house.gov,2228 Rayburn House Office Building; Washington DC 20515-4305,202-225-3484,,http://hensarling.house.gov/atom.xml,RepHensarling,RepHensarling,repjebhensarling,UCjZWXpz6wypzbL8nK0JNEvg,H001036,1749.0,N00024922,,H2TX05121,1003619.0,400175,49827.0,Jeb Hensarling,,20352.0,Jeb Hensarling,Stephenville,Tex,,,,0
Herrera Beutler,Jaime,11/3/1978,F,rep,WA,3.0,,Republican,https://herrerabeutler.house.gov,1107 Longworth House Office Building; Washington DC 20515-4703,202-225-3536,,http://herrerabeutler.house.gov/news/rss.aspx,HerreraBeutler,herrerabeutler,RepHerreraBeutler,UCJEgiA9clfx0amrQUj0aBTQ,H001056,2071.0,N00031559,,H0WA03187,95198.0,412486,101907.0,,,21187.0,Jaime Herrera Beutler,,,,,,0
Higgins,Brian,10/6/1959,M,rep,NY,26.0,,Democrat,https://higgins.house.gov,2459 Rayburn House Office Building; Washington DC 20515-3226,202-225-3306,,http://higgins.house.gov/rss.xml,RepBrianHiggins,RepBrianHiggins,CongressmanHiggins,UCSGbv85HaaYYOrPGePtxwag,H001038,1794.0,N00027060,,H4NY27076,1013050.0,400641,23127.0,Brian Higgins,,20519.0,Brian Higgins,Buffalo,N.Y,,,,0
Himes,James,7/5/1966,M,rep,CT,4.0,,Democrat,https://himes.house.gov,1227 Longworth House Office Building; Washington DC 20515-0704,202-225-5541,,http://himes.house.gov/rss.xml,JAHimes,CongressmanJimHimes,congressmanhimes,UCCeB6czh6nhCHxOMCk_V4yA,H001047,1913.0,N00029070,,H8CT04172,1031341.0,412282,106744.0,Jim Himes,,20907.0,Jim Himes,Lima,Peru,Hopewell Valley Central High School,Pennington,N.J.,0
Hirono,Mazie,11/3/1947,F,sen,HI,,1.0,Democrat,https://www.hirono.senate.gov,730 Hart Senate Office Building Washington DC 20510,202-224-6361,https://www.hirono.senate.gov/contact,http://www.hirono.senate.gov/rss/feeds/?type=all,MazieHirono,senatorhirono,CongresswomanHirono,UCcoKhxad156flzPYJ8JMFOA,H001042,1844.0,N00028139,S361,"H6HI02251,S2HI00106",91216.0,412200,1677.0,Mazie K. Hirono,,20713.0,Mazie Hirono,Fukushima,Japan,Kaimuki High School,Honolulu,Hawaii,0
Hoeven,John,3/13/1957,M,sen,ND,,3.0,Republican,https://www.hoeven.senate.gov,338 Russell Senate Office Building Washington DC 20510,202-224-2551,http://www.hoeven.senate.gov/public/index.cfm/email-the-senator,http://www.hoeven.senate.gov/public/index.cfm/rss/feed,SenJohnHoeven,SenatorJohnHoeven,senatorjohnhoevennd,UC1kQIC2Q_Fq9_NRqdb6eHiw,H001061,2079.0,N00031688,S344,S0ND00093,85233.0,412494,41788.0,John Hoeven,,41107.0,John Hoeven,Bismarck,N.D,,,,0
Hoyer,Steny,6/14/1939,M,rep,MD,5.0,,Democrat,https://hoyer.house.gov,1705 Longworth House Office Building; Washington DC 20515-2005,202-225-4131,,http://hoyer.house.gov/index.php?format=feed&amp;type=rss,WhipHoyer,WhipHoyer,LeaderHoyer,UCvxgqX65cdhHNjJn64cgY9g,H000874,566.0,N00001821,,H2MD05155,1919.0,400189,26890.0,Steny Hoyer,,14873.0,Steny Hoyer,New York City,N.Y,Suitland High School,Suitland,Md.,0
Huizenga,Bill,1/31/1969,M,rep,MI,2.0,,Republican,https://huizenga.house.gov,2232 Rayburn House Office Building; Washington DC 20515-2202,202-225-4401,,http://huizenga.house.gov/news/rss.aspx,RepHuizenga,RepHuizenga,RepHuizenga,UCQPlLLiMnysMmeJ5qUSSjQg,H001058,2028.0,N00030673,,H0MI02094,1033765.0,412437,38351.0,Bill Huizenga,,21142.0,Bill Huizenga,Zeeland,Mich,Holland Christian High School,Holland,Mich.,0
Hultgren,Randy,3/1/1966,M,rep,IL,14.0,,Republican,https://hultgren.house.gov,2455 Rayburn House Office Building; Washington DC 20515-1314,202-225-2976,,http://hultgren.house.gov/common/rss//index.cfm?rss=49,RepHultgren,RepHultgren,rephultgren,UCJ6Gvza8hdNmUfoaJEN8dbg,H001059,2015.0,N00031104,,H0IL14080,62575.0,412422,18199.0,Randy Hultgren,,21129.0,Randy Hultgren,Park Ridge,Ill,Wheaton Academy,West Chicago,Ill.,0
Hunter,Duncan,12/7/1976,M,rep,CA,50.0,,Republican,https://hunter.house.gov,2429 Rayburn House Office Building; Washington DC 20515-0550,202-225-5672,,http://hunter.house.gov/rss.xml,Rep_Hunter,DuncanHunter,CongressmanHunter,UCV9GfB1e4RILcqb_zXYCDSA,H001048,1909.0,N00029258,,H8CA52052,1032398.0,412283,104308.0,,,20963.0,Duncan D. Hunter,San Diego,Calif,Granite Hills High School,El Cajon,Calif.,0
Isakson,John,12/28/1944,M,sen,GA,,3.0,Republican,https://www.isakson.senate.gov,131 Russell Senate Office Building Washington DC 20510,202-224-3643,https://www.isakson.senate.gov/public/index.cfm/email-me,http://www.isakson.senate.gov/public/?a=RSS.Feed,SenatorIsakson,,SenatorIsakson,UCO80zDwuLZHtGr-KOfl_XCQ,I000055,1608.0,N00002593,S305,"S6GA00119,H8GA06146",59135.0,400194,1721.0,Johnny Isakson,,29909.0,Johnny Isakson,Atlanta,Ga,,,,0
Issa,Darrell,11/1/1953,M,rep,CA,49.0,,Republican,https://issa.house.gov,2269 Rayburn House Office Building; Washington DC 20515-0549,202-225-3906,,http://issa.house.gov/feed/,DarrellIssa,darrellissa,repdarrellissa,UCIGKQn89GEpNJ6fDhXGauyw,I000056,1640.0,N00007017,,"H0CA48024,S8CA00135",90066.0,400196,16553.0,Darrell Issa,,20107.0,Darrell Issa,Cleveland,Ohio,,,,0
Jackson Lee,Sheila,1/12/1950,F,rep,TX,18.0,,Democrat,https://jacksonlee.house.gov,2187 Rayburn House Office Building; Washington DC 20515-4318,202-225-3816,,http://jacksonlee.house.gov/news/rss.aspx,JacksonLeeTX18,CongresswomanSheilaJacksonLee,TX18SJL,UCi_S-mOZaEco2Zb9guf_8Iw,J000032,588.0,N00005818,,H4TX18054,36819.0,400199,21692.0,,,29573.0,Sheila Jackson Lee,Queens,N.Y,Jamaica High School,Jamaica,N.Y.,0
Jenkins,Lynn,6/10/1963,F,rep,KS,2.0,,Republican,https://lynnjenkins.house.gov,1526 Longworth House Office Building; Washington DC 20515-1602,202-225-6601,,http://lynnjenkins.house.gov/common/rss/?rss=220,RepLynnJenkins,replynnjenkins,RepLynnJenkins,UCBW06VosGJtZ_wCyGKET5KQ,J000290,1921.0,N00029077,,H8KS02090,1030550.0,412284,18594.0,Lynn Jenkins,,20915.0,Lynn Jenkins,Holton,Kans,,,,0
Johnson,Bill,11/10/1954,M,rep,OH,6.0,,Republican,https://billjohnson.house.gov,1710 Longworth House Office Building; Washington DC 20515-3506,202-225-5705,,http://billjohnson.house.gov/constituentservices/opendoorsschedule.htm,RepBillJohnson,RepBillJohnson,RepBillJohnson,UCtF08Ay71haDRoJosRN2P_Q,J000292,2046.0,N00032088,,H0OH06189,623472.0,412460,120649.0,Bill Johnson (Ohio),,21162.0,Bill Johnson (Ohio politician),Roseboro,N.C,,,,0
Johnson,Eddie,12/3/1935,F,rep,TX,30.0,,Democrat,https://ebjohnson.house.gov,2468 Rayburn House Office Building; Washington DC 20515-4330,202-225-8885,,http://ebjohnson.house.gov/common/rss//index.cfm?rss=21,RepEBJ,CongresswomanEBJtx30,RepEddieBJohnson,UCVKp8BtjW708H4eXJJQgUYw,J000126,599.0,N00008122,,H2TX00015,23352.0,400204,27098.0,,,39305.0,Eddie Bernice Johnson,Waco,Tex,A.J. Moore High School,Waco,Tex.,0
Johnson,Henry,10/2/1954,M,rep,GA,4.0,,Democrat,https://hankjohnson.house.gov,2240 Rayburn House Office Building; Washington DC 20515-1004,202-225-1605,,http://hankjohnson.house.gov/rss.xml,RepHankJohnson,1.15357E+11,RepHankJohnson,UCqMici9I7nz_i-PN7eSYjwQ,J000288,1843.0,N00027848,,H6GA04129,1020576.0,412199,68070.0,"Henry C. Johnson, Jr.",,20712.0,Hank Johnson,Washington,D.C,,,,0
Johnson,Ron,4/8/1955,M,sen,WI,,3.0,Republican,https://www.ronjohnson.senate.gov,328 Hart Senate Office Building Washington DC 20510,202-224-5323,https://www.ronjohnson.senate.gov/public/index.cfm/email-the-senator,http://www.ronjohnson.senate.gov/public/index.cfm/rss/feed,SenRonJohnson,senronjohnson,SenatorRonJohnson,UCG9XyTVtOAs7VX_q_QVHoaw,J000293,2086.0,N00032546,S345,S0WI00197,62835.0,412496,126217.0,Ron Johnson (Wisconsin),,41111.0,Ron Johnson (American politician),,,,,,0
Johnson,Sam,10/11/1930,M,rep,TX,3.0,,Republican,https://samjohnson.house.gov,2304 Rayburn House Office Building; Washington DC 20515-4303,202-225-4201,,http://samjohnson.house.gov/news/rss.aspx,SamsPressShop,RepSamJohnson,RepSamJohnson,UCmzL7gzMX6-bgS9HNt8a8TA,J000174,603.0,N00008028,,H2TX03118,18711.0,400206,27079.0,,,29143.0,Sam Johnson,San Antonio,Tex,Woodrow Wilson High School,Dallas,Tex.,0
Jones,Walter,2/10/1943,M,rep,NC,3.0,,Republican,https://jones.house.gov,2333 Rayburn House Office Building; Washington DC 20515-3303,202-225-3415,,http://jones.house.gov/rss.xml,RepWalterJones,15083070102,RepWalterJones,UCZdvBD1F5FXAQyJFD2aTiWA,J000255,612.0,N00002299,,H2NC01081,36693.0,400209,21785.0,Walter B. Jones,,29546.0,Walter B. Jones Jr.,Farmville,N.C,,,,0
Jordan,Jim,2/17/1964,M,rep,OH,4.0,,Republican,https://jordan.house.gov,2056 Rayburn House Office Building; Washington DC 20515-3504,202-225-2676,,http://jordan.house.gov/news/rss.aspx,Jim_Jordan,repjimjordan,RepJimJordan,UCPFBhS00ivPV585GlnNlyqA,J000289,1868.0,N00027894,,H6OH04082,1022879.0,412226,8158.0,Jim Jordan,,20738.0,Jim Jordan (American politician),Troy,Ohio,Graham High School,St. Paris,Ohio,0
Kaptur,Marcy,6/17/1946,F,rep,OH,9.0,,Democrat,https://kaptur.house.gov,2186 Rayburn House Office Building; Washington DC 20515-3509,202-225-4146,,http://kaptur.house.gov/index.php?format=feed&amp;type=rss,RepMarcyKaptur,RepresentativeMarcyKaptur,USRepMarcyKaptur,UCIJUNf22o09nO02oQPLKQ6w,K000009,616.0,N00003522,,H2OH09031,1458.0,400211,27016.0,,,15029.0,Marcy Kaptur,Toledo,Ohio,St. Ursula Academy,Toledo,Ohio,0
Keating,William,9/6/1952,M,rep,MA,9.0,,Democrat,https://keating.house.gov,2351 Rayburn House Office Building; Washington DC 20515-2109,202-225-3111,,http://keating.house.gov/index.php?format=feed&amp;type=rss,USRepKeating,Congressman.Keating,RepBillKeating,UC7KPV4xdxO2dms9vl6tETmg,K000375,2025.0,N00031933,,H0MA10082,61856.0,412435,4743.0,,,21140.0,Bill Keating (politician),Norwood,Mass,,,,0
Kelly,Mike,5/10/1948,M,rep,PA,3.0,,Republican,https://kelly.house.gov,1707 Longworth House Office Building; Washington DC 20515-3803,202-225-5406,,http://kelly.house.gov/rss.xml,MikeKellyPA,1.91057E+14,repmikekelly,UCoz6u3ooQxoijsWvhoQ0D-A,K000376,2051.0,N00031647,,H0PA03271,62696.0,412465,119463.0,Mike Kelly,,21167.0,Mike Kelly (Pennsylvania politician),Pittsburgh,Pa,,,,0
Kind,Ron,3/16/1963,M,rep,WI,3.0,,Democrat,https://kind.house.gov,1502 Longworth House Office Building; Washington DC 20515-4903,202-225-5506,,http://kind.house.gov/common/rss/?rss=52,RepRonKind,repronkind,RepRonKind,UC0_BilariURHwSHf9baGykg,K000188,1498.0,N00004403,,H6WI03099,45870.0,400218,630.0,Ron Kind,,29769.0,Ron Kind,La Crosse,Wis,,,,0
King,Peter,4/5/1944,M,rep,NY,2.0,,Republican,https://peteking.house.gov,339 Cannon House Office Building; Washington DC 20515-3202,202-225-7896,,http://peteking.house.gov/rss.xml,RepPeteKing,,RepPeterKing,UCbyQC19DsAq01oDBfZn_diw,K000210,635.0,N00001193,,H2NY03089,26487.0,400219,26968.0,Peter T. King,,29375.0,Peter T. King,New York,N.Y,,,,0
King,Steve,5/28/1949,M,rep,IA,4.0,,Republican,https://steveking.house.gov,2210 Rayburn House Office Building; Washington DC 20515-1504,202-225-4426,,http://steveking.house.gov/index.php?format=feed&amp;type=rss,SteveKingIA,stevekingia,stevekingia,UCvdJ--cxsVyght3ZDise0mw,K000362,1724.0,N00025237,,H2IA05072,1003590.0,400220,10853.0,Steve King,,20325.0,Steve King,Storm Lake,Iowa,Denison Community High School,Denison,Iowa,0
Kinzinger,Adam,2/27/1978,M,rep,IL,16.0,,Republican,https://kinzinger.house.gov,2245 Rayburn House Office Building; Washington DC 20515-1316,202-225-3635,,http://kinzinger.house.gov/common/rss//index.cfm?rss=49,RepKinzinger,RepKinzinger,RepAdamKinzinger,UCjDHxyjndxxhjuPWyEBc7UA,K000378,2014.0,N00030667,,H0IL11052,62573.0,412421,116559.0,Adam Kinzinger,,21128.0,Adam Kinzinger,Kankakee,Ill,Normal West High School,Normal,Ill.,0
Labrador,Raúl,12/8/1967,M,rep,ID,1.0,,Republican,https://labrador.house.gov,1523 Longworth House Office Building; Washington DC 20515-1201,202-225-6611,,http://labrador.house.gov/common/rss//index.cfm?rss=49,Raul_Labrador,raul.r.labrador,RepLabrador,UC1KKgNc0j8CoAGnWEJfhxJA,L000573,2011.0,N00031377,,H0ID01253,94987.0,412419,57391.0,Raul Labrador,,21125.0,Raúl Labrador,Carolina,Puerto Rico,,,,0
Lamborn,Doug,5/24/1954,M,rep,CO,5.0,,Republican,https://lamborn.house.gov,2402 Rayburn House Office Building; Washington DC 20515-0605,202-225-4422,,http://lamborn.house.gov/news-rss-graphic/news-rss-graphic/,RepDLamborn,CongressmanDougLamborn,CongressmanLamborn,UCaYsGYMniq4nwBBMKFIwsow,L000564,1834.0,N00028133,,H6CO05159,1022846.0,412191,2698.0,Doug Lamborn,,20704.0,Doug Lamborn,Leavenworth,Kans,Lansing High School,Lansing,Kans.,0
Lance,Leonard,6/25/1952,M,rep,NJ,7.0,,Republican,https://lance.house.gov,2352 Rayburn House Office Building; Washington DC 20515-3007,202-225-5361,,http://lance.house.gov/rss-button/rss-button/,RepLanceNJ7,CongressmanLance,CongressmanLance,UCASO5iqjLfU4jo8xKKZIq8g,L000567,1936.0,N00000898,,"H6NJ12136,H8NJ07124",1031349.0,412290,4443.0,,,20929.0,Leonard Lance,Easton,Pa,North Hunterdon Regional High School,Annandale,N.J.,0
Langevin,James,4/22/1964,M,rep,RI,2.0,,Democrat,https://langevin.house.gov,2077 Rayburn House Office Building; Washington DC 20515-3902,202-225-2735,,http://langevin.house.gov/rss.xml,JimLangevin,CongressmanJimLangevin,jimlangevin,UCQ1sth-7umw1k-fSVqdfRTg,L000559,1668.0,N00009724,,H0RI02139,86608.0,400230,55787.0,Jim Langevin,,20136.0,James Langevin,Providence,R.I,,,,0
Lankford,James,3/4/1968,M,sen,OK,,3.0,Republican,https://www.lankford.senate.gov,316 Hart Senate Office Building Washington DC 20510,202-224-5754,http://www.lankford.senate.gov/contact/email,,SenatorLankford,SenatorLankford,SenatorLankford,UCz8T6sK5fEycyWmVz6Vpe5Q,L000575,2050.0,N00031129,S378,"H0OK05114,S4OK00232",1033847.0,412464,124938.0,James Lankford,,21166.0,James Lankford,Dallas,Tex,,,,0
Larsen,Rick,6/15/1965,M,rep,WA,2.0,,Democrat,https://larsen.house.gov,2113 Rayburn House Office Building; Washington DC 20515-4702,202-225-2605,,http://larsen.house.gov/rss.xml,RepRickLarsen,RepRickLarsen,congressmanlarsen,UCMv7LsJtiyO4AJcbRux5CxQ,L000560,1675.0,N00009759,,H0WA02080,86610.0,400232,56231.0,,,20145.0,Rick Larsen,Arlington,Wash,,,,0
Larson,John,7/22/1948,M,rep,CT,1.0,,Democrat,https://larson.house.gov,1501 Longworth House Office Building; Washington DC 20515-0701,202-225-2265,,http://www.larson.house.gov/index.php?format=feed&amp;type=rss,RepJohnLarson,RepJohnLarson,RepJohnLarson,UCGPsvFF-9WfpdRSCcCrPLiQ,L000557,1583.0,N00000575,,H8CT01046,36596.0,400233,17188.0,John B. Larson,,29908.0,John B. Larson,Hartford,Conn,East Hartford High School,Hartford,Conn.,0
Latta,Robert,4/18/1956,M,rep,OH,5.0,,Republican,https://latta.house.gov,2448 Rayburn House Office Building; Washington DC 20515-3505,202-225-6405,,http://latta.house.gov/news/rss.aspx,BobLatta,boblatta,CongressmanBobLatta,UCVSBVHoWu-eWnBBQaMKZ_sQ,L000566,1885.0,N00012233,,H8OH05036,1028071.0,412256,9926.0,Robert E. Latta,,20755.0,Bob Latta,Bluffton,Ohio,,,,0
Leahy,Patrick,3/31/1940,M,sen,VT,,3.0,Democrat,https://www.leahy.senate.gov,437 Russell Senate Office Building Washington DC 20510,202-224-4242,https://www.leahy.senate.gov/contact/,http://www.leahy.senate.gov/rss/feeds/press/,SenatorLeahy,SenatorPatrickLeahy,SenatorPatrickLeahy,UC46QHVobf7FO-tWehsRoDog,L000174,1383.0,N00009918,S057,S4VT00017,1552.0,300065,53353.0,Patrick Leahy,,14307.0,Patrick Leahy,Montpelier,Vt,,,,0
Lee,Barbara,7/16/1946,F,rep,CA,13.0,,Democrat,https://lee.house.gov,2267 Rayburn House Office Building; Washington DC 20515-0513,202-225-2661,,http://lee.house.gov/rss.xml,RepBarbaraLee,RepBarbaraLee,RepLee,UCnRgK2MXAQOUau0JXqseeNA,L000551,1501.0,N00008046,,H8CA09060,54579.0,400237,8315.0,,,29778.0,Barbara Lee,El Paso,Tex,San Fernando High School,San Fernando,Calif.,0
Lee,Mike,6/4/1971,M,sen,UT,,3.0,Republican,https://www.lee.senate.gov/public,361A Russell Senate Office Building Washington DC 20510,202-224-5444,https://www.lee.senate.gov/public/index.cfm/contact,http://www.lee.senate.gov/public/index.cfm/rss/feed,SenMikeLee,senatormikelee,senatormikelee,UCplVxs_j_sLAt0fkplXcl4A,L000577,2080.0,N00031696,S346,S0UT00165,9267977.0,412495,66395.0,Mike Lee,,41110.0,Mike Lee (American politician),Mesa,Ariz,,,,0
Levin,Sander,9/6/1931,M,rep,MI,9.0,,Democrat,https://levin.house.gov,1236 Longworth House Office Building; Washington DC 20515-2209,202-225-4961,,http://levin.house.gov/rss.xml,RepSandyLevin,RepSandyLevin,mi12yes,UCkVlSO4vhgPTgWYzY29Z7Gg,L000263,683.0,N00003950,,H2MI17023,251.0,400238,26918.0,Sander Levin,,15033.0,Sander Levin,Detroit,Mich,Central High School,Detroit,Mich.,0
Lewis,John,2/21/1940,M,rep,GA,5.0,,Democrat,https://johnlewis.house.gov,343 Cannon House Office Building; Washington DC 20515-1005,202-225-3801,,http://johnlewis.house.gov/rss.xml,RepJohnLewis,RepJohnLewis,repjohnlewis,UC_jpkZzdyGhTBGBZ3UTNwjA,L000287,688.0,N00002577,,H6GA05217,2528.0,400240,26820.0,John Lewis (Georgia),,15431.0,John Lewis (civil rights leader),Troy,Ala,Pike County Training School,Brundidge,Ala.,0
Lipinski,Daniel,7/15/1966,M,rep,IL,3.0,,Democrat,https://lipinski.house.gov,2346 Rayburn House Office Building; Washington DC 20515-1303,202-225-5701,,http://www.lipinski.house.gov/common/rss//index.cfm?rss=25,RepLipinski,repdanlipinski,lipinski03,UC4-dyxzIODTMk1-12QPEpoQ,L000563,1781.0,N00027239,,H4IL03077,1013046.0,400630,33692.0,Daniel Lipinski,,20508.0,Dan Lipinski,Chicago,Ill,,,,0
