id,bio
S000463,"A Representative from New Mexico; born in Roswell, Chaves County, N.Mex., June 30, 1927; graduated from O'Dea High School, Seattle, Wash., 1944; B.S., Texas A&amp;M University, College Station, Tex., 1950; United States Navy, 1945-1946; United States Air Force Reserve, 1949-1952; rancher; member of the New Mexico state senate, 1960-1970; chairman, New Mexico Republican Party, 1962-1965; delegate, New Mexico state Republican conventions, 1960-1970; delegate, Republican National Convention, 1964; elected as a Republican in 1980 as a write-in candidate to the Ninety-seventh Congress, and reelected to the ten succeeding Congresses (January 3, 1981-January 3, 2003); not a candidate for reelection to the One Hundred Eighth Congress in 2002; died on December 7, 2003, in Roswell, N.M; interment in Skeen Ranch Cemetery, Picacho, N.M."
S001149,"A Representative from New York; born in Troy, Rensselaer County, N.Y., August 9, 1955; B.A., Russell Sage College, Troy, N.Y., 1981; J.D., Western New England Law School, Springfield, Mass., 1990; New York state commissioner of Labor; elected as a Republican to the One Hundred Sixth and to the three succeeding Congress (January 3, 1999-January 3, 2007); unsuccessful candidate for reelection to the One Hundred Tenth Congress in 2006."
M000139,"A Representative from Montana; born in Scobey, Daniels County, Mont., August 8, 1935; educated in the public schools of Daniels County; attended: Montana State University, Bozeman; University of Montana, Missoula; and Reisch School of Auctioneering, Mason City, Iowa; farmer and rancher; committeeman, Second Congressional District of Montana, 1975-1976; elected as a Republican to the Ninety-fifth and to the seven succeeding Congresses (January 3, 1977-January 3, 1993); unsuccessful candidate for reelection in 1992 to the One Hundred Third Congress; died on April 26, 2020, in Bozeman, Mont."
R000610,"a Representative from Pennsylvania; born in Pittsburgh, Allegheny County, Pa., April 17, 1983; graduated from Thomas Jefferson High School, Jefferson Hills, Pa., 2001; B.A., Pennsylvania State University Behrend College, Erie, Pa., 2004; J.D., Duquesne University, Pittsburgh, Pa., 2007; United States Navy, 2007-2012; lawyer, private practice; Pennsylvania state magisterial district judge, 2013-2015; member of the Pennsylvania state senate, 2015-2018; unsuccessful candidate for nomination to the One Hundred Fifteenth Congress in a special election in 2017; elected as a Republican to the One Hundred Sixteenth and to the two succeeding Congresses (January 3, 2019-present)."
W000798,"A Representative from Michigan; born in Chicago, Cook County, Ill., April 12, 1951; graduated from Thornton Fractional Township North High School, Calumet, Ill., 1969; attended Western Illinois University, Macomb, Ill., 1969-1970; attended Moody Bible College Institute, Chicago, Ill., 1970-1973; B.S., Fort Wayne Bible College, Fort Wayne., Ind., 1975; M.A., Wheaton College, Wheaton, Ill., 1978; minister; member of the Michigan state house of representatives, 1983-1998; unsuccessful candidate for nomination to the One Hundred Ninth Congress in 2004; elected as a Republican to the One Hundred Tenth Congress (January 3, 2007-January 3, 2009); unsuccessful candidate for reelection to the One Hundred Eleventh Congress in 2008; elected as a Republican to the One Hundred Twelfth and to the six succeeding Congresses (January 3, 2011-present)."
F000438,"A Senator from Kansas; born Sheila Sloan, March 22, 1945, in Colby, Thomas County, Kans.; graduated from Colby High School 1963; received Bachelor of Science degree from Fort Hays State University 1967; attended University of Texas at Austin; chairman, Colby Public Schools Board of Education; chairman, Northwest Kansas Educational Service Center Board of Education; appointed to Kansas State Board of Education 1985, elected 1986, vice-chairman in 1987; elected to the Kansas senate in 1988; reelected in 1990 and 1992; elected majority leader in 1993; elected Lieutenant Governor of Kansas in 1994; appointed Kansas Secretary of Administration 1995; appointed on June 11, 1996, as a Republican to the United States Senate to fill the vacancy caused by the resignation of Robert Dole and served from June 11, 1996, to November 5, 1996, when a successor to the full term was elected; unsuccessful candidate for election to the remainder of the appointed term in 1996; executive director, Kansas Association of Community College Trustees 1997-; is a resident of Colby, Kans."
H000340,"A Representative from Georgia; born in Doerun, Colquitt County, Ga., July 1, 1939; attended the public schools; B.S., Georgia Southern College, Statesboro, 1965; J.D., University of Georgia, Athens, 1969; served in the United States Air Force, 1958-1962; admitted to the Georgia bar in 1969 and commenced practice in Albany; served in the Georgia house of representatives, 1973-1980; elected as a Democrat to the Ninety-seventh and to the five succeeding Congresses (January 3, 1981-January 3, 1993); unsuccessful candidate for renomination in 1992 to the One Hundred Third Congress; is a resident of Newton, Ga."
D000606,"A Representative from Tennessee; born in Johnson City, Washington County, Tenn., November 6, 1959; A.S., California College for Health Sciences, National City, Calif., 1983; B.S., Milligan College, Milligan College, Tenn., 1991; business owner; unsuccessful candidate for nomination for the 105th Congress in 1996; member of the Tennessee state general assembly, 1999-2006; elected as a Republican to the One Hundred Tenth Congress (January 3, 2007-January 3, 2009); unsuccessful candidate for nomination to the One Hundred Eleventh Congress in 2008."
N000127,"A Representative from Minnesota; born in Brainerd, Crow Wing County, Minn., December 17, 1943; graduated from Brainerd High School, Brainerd, Minn.,, 1962; attended St. John's University, Collegeville, Minn., 1962; B.A., University of Minnesota, Minneapolis, Minn., 1966; postgraduate work in public administration and policy formation, University of Maryland, College Park, Md., 1966; postgraduate work in education, St. Cloud State College, St. Cloud, Minn.; pursued a career in business and education; teacher of social studies in Royalton, Minn., schools, 1968-1972; member of the Minnesota state house of representatives, 1969-1973; elected as a Democrat to the Ninety-fourth and to the two succeeding Congresses (January 3, 1975-January 3, 1981); was not a candidate for reelection to the Ninety-seventh Congress in 1980; president, United States Export Corporation, 1981-1986; president, Minnesota World Trade Center, St. Paul, Minn., 1987-1994; business executive and owner; elected as a Democrat to the One Hundred Thirteenth and to the two succeeding Congresses (January 3, 2013-January 3, 2019); was not a candidate for reelection to the One Hundred Sixteenth Congress in 2018, but was an unsuccessful candidate for nomination as lieutenant governor of Minnesota."
H001056,"A Representative from Washington; born in Glendale, Los Angeles County, Calif., November 3, 1978; graduated from Prairie High School, Brush Prairie, Wash.; attended Seattle Pacific University, Seattle, Wash., 1996-1998; A.A., Bellevue Community College, Bellevue, Wash., 2003; B.A., University of Washington, Seattle, Wash., 2004; staff, United States Representative Cathy McMorris Rodgers of Washington, 2005-2007; member of the Washington state house of representatives, 2007-2010; elected as a Republican to the One Hundred Twelfth and to the five succeeding Congresses (January 3, 2011-January 3, 2023); unsuccessful candidate for renomination to the One Hundred Eighteenth Congress in 2022."
J000082,"A Representative from Tennessee; born in Detroit, Wayne County, Mich., November 29, 1936; graduated from Rogersville High School, Rogersville, Tenn., 1954; B.B.A., Tennessee Technical, Cookville, Tenn., 1957; United States Army, 1960-1962; J.D., University of Tennessee College of Law, Knoxville, Tenn., 1961; lawyer, private practice; farmer; energy advisor to Governor Lamar Alexander; member of the Tennessee state general assembly, 1962-1971, speaker, 1969-1971; Tennessee Valley Authority board member, 1971-1978; delegate to the Republican National Convention, 1988; Tennessee state circuit court judge, 1990-1996; elected as a Republican to the One Hundred Fifth and to the four succeeding Congresses (January 3, 1997-January 3, 2007); not a candidate for reelection to the One Hundred Tenth Congress in 2006."
U000001,"(Brother of Stewart Lee Udall; father of Mark Udall; uncle of Thomas Udall; cousin of Gordon H. Smith), a Representative from Arizona; born in St. Johns, Apache County, Ariz., June 15, 1922; attended the public schools; graduated from high school, 1940; attended the University of Arizona; J.D., University of Arizona, 1949; United States Army, 1942-1946; professional basketball player; lawyer, private practice; county attorney, Pima County, Ariz., 1953-1954; lecturer, University of Arizona College of Law, 1956-1957; bank executive; elected as a Democrat to the Eighty-seventh Congress, by special election, to fill the vacancy caused by the resignation of his brother, United States Representative Stewart Lee Udall, and reelected to the fifteen succeeding Congresses; served until his resignation on May 4, 1991 (May 2, 1961-May 4, 1991); unsuccessful candidate for the Democratic nomination for President of the United States in 1976; chair, Committee on Interior and Insular Affairs (Ninety-fifth through One Hundred Second Congresses); Presidential Medal of Freedom by President William J. Clinton, 1996; died on December 12, 1998, in Washington, D.C.; interment at St. Johns Cemetery, St. Johns, Ariz."
R000417,"a Resident Commissioner from Puerto Rico; born in San Juan, P.R., September 4, 1932; graduated from Phillips Exeter Academy, Exeter, N.H., 1949; B.A., Yale University, 1953; LL.B., University of Puerto Rico School of Law, 1956; practicing attorney, San Juan; mayor of San Juan, 1969-1976; member, board of directors, U.S. Conference of Mayors and National League of Cities, 1976; president, National League of Cities, 1976; president, New Progressive Party, 1974-1985 and 1989-1992; Governor of Puerto Rico, 1977-1985; chairman, Southern Governors Association, 1980-1981; member of the Puerto Rico senate, 1986-1989; elected as a New Progressive to the One Hundred Third Congress for a four-year term and reelected to the succeeding term (January 3, 1993-January 3, 2001); caucused with the Democratic Party; unsuccessful candidate for reelection to the One Hundred Seventh Congress in 2000; died on May 2, 2021, in San Juan, P.R.; lay in state in La Fortaleza in San Juan, May 6, 2021; remains were cremated."
C000542,"A Senator and a Representative from Indiana; born in Jackson, Jackson County, Mich., May 16, 1943; attended the public schools; graduated Jackson High School, 1961; graduated Wheaton College, Wheaton, Ill., B.A., 1965; graduated Indiana University School of Law, Indianapolis, J.D., 1971; admitted to the Indiana bar in 1972 and commenced practice in Fort Wayne; served in the United States Army 1966-1968; district representative, United States Congressman J. Danforth Quayle 1976-1980; elected as a Republican to the Ninety-seventh and to the three succeeding Congresses (January 3, 1981-January 3, 1989); elected to the One Hundred First Congress but did not serve; appointed on December 27, 1988, effective January 3, 1989, to the United States Senate to fill the vacancy caused by the election of J. Danforth Quayle as Vice President; elected by special election in 1990 to the remainder of the term; reelected for a full term in 1992, and served from January 3, 1989, to January 3, 1999; was not a candidate for reelection in 1998; special counsel, law firm of Verner, Liipfert, Bernhard, MacPherson and Hand; U.S. Ambassador to the Federal Republic of Germany 2001-2005; again elected as a Republican to the United States Senate in 2010, and served from January 3, 2011, to January 3, 2017; chair, Joint Economic Committee (One Hundred Fourteenth Congress); was not a candidate for reelection to the Senate in 2016; Director of National Intelligence in the Cabinet of President Donald Trump, 2017-."
R000574,"A Representative from Arizona; born in Fort Monmouth, Monmouth County, N.J., June 11, 1958; graduated from Buena High School, Sierra Vista, Ariz.; B.S., Northern Arizona University, Flagstaff, Ariz., 1980; J.D., Catholic University, Washington, D.C., 2002; businessman; elected as a Republican to the One Hundred Eighth Congress and to the two succeeding Congresses (January 3, 2003-January 3, 2009); was not a candidate for reelection to the One Hundred Eleventh Congress in 2008; convicted on June 11, 2013, of conspiracy, money laundering, fraud, racketeering, and false statements; full pardon granted by President Donald J. Trump on January 19, 2021."
W000682,"A Representative from Michigan; born in Los Angeles, Los Angeles County, Calif., November 3, 1939; attended the public schools of Los Angeles; graduated from University High School, Los Angeles, 1956; B.A., Reed College, Portland, Oreg., 1960; Ph.D., Massachusetts Institute of Technology, Cambridge, Mass., 1967; associate professor, Western Michigan University, Kalamazoo, Mich., 1967-1972; regional representative to United States Senator Donald Riegle of Michigan, 1976-1978; member, Michigan state legislature, 1972-1976; Kalamazoo City Commissioner, 1969-1972; delegate, Michigan state Democratic conventions, 1972-1978; elected as a Democrat to the Ninety-sixth and to the six succeeding Congresses (January 3, 1979-January 3, 1993); was not a candidate for renomination in 1992 to the One Hundred Third Congress; died on October 25, 2011, in Saugatuck, Mich."
K000390,"A Representative from Nevada; born in Guadalajara, Mexico, April 25, 1980; graduated from Rancho High School, Las Vegas, Nev., 1998; attended College of Southern Nevada, Henderson, Nev.; B.S., University of Nevada, Las Vegas, Nev., 2004; academic adviser, College of Southern Nevada, Henderson, Nev.; staff, United States Senator Harry Reid of Nevada, 2004-2006; member of the Nevada state assembly, 2007-2010; member of the Nevada state senate, 2011-2016, majority whip, 2013-2014, minority whip, 2015; elected as a Democrat to the One Hundred Fifteenth Congress (January 3, 2017-January 3, 2019); was not a candidate for reelection to the One Hundred Sixteenth Congress in 2018."
K000368,"a Representative from Arizona; born in McNary, Apache County, Ariz., March 24, 1950; graduated from Blue Ridge High School, Lakeside, Ariz., 1968; B.A., University of Arizona, Tucson, Ariz., 1972; J.D., University of Arizona, Tucson, Ariz., 1979; lawyer, private practice; Coconino County, Ariz., deputy attorney, 1980; Sedona, Ariz., city attorney; member of the Arizona state house of representatives, 2005-2007; elected as a Democrat to the One Hundred Eleventh Congress (January 3, 2009-January 3, 2011); unsuccessful candidate for reelection to the One Hundred Twelfth Congress in 2010; elected as a Democrat to the One Hundred Thirteenth and to the succeeding Congress (January 3, 2013- January 3, 2017); was not a candidate for reelection to the One Hundred Fifteenth Congress in 2016, but was an unsuccessful candidate for election to the United States Senate; elected as a Democrat to the One Hundred Sixteenth and to the succeeding Congress (January 3, 2019-January 3, 2023); was not a candidate for reelection to the One Hundred Eighteenth Congress in 2022."
S000213,"A Representative from California; born in Chicago, Ill., August 5, 1941; graduated DePaul University, B.A., 1963; elementary school teacher; California Federation of Republican Women, president; member California State Assembly, 1990-1994; assistant minority leader; elected as a Republican to the One Hundred Fourth Congress (January 3, 1995-January 3, 1997); was an unsuccessful candidate for reelection to the One Hundred Fifth Congress."
B001227,"a Representative from Pennsylvania; born in Philadelphia, Philadelphia County, Pa., April 7, 1945; graduated from St. Thomas More High School, Philadelphia, Pa., 1963; union official; sergeant-at-arms, Philadelphia, Pa., city council, 1975-1983; chairman, Philadelphia, Pa., Democratic Party; member of the Pennsylvania Democratic state committee and Democratic National Committee; member of the Pennsylvania turnpike commission, 1991-1998; elected as a Democrat to the One Hundred Fifth Congress, by special election, to fill the vacancy caused by the resignation of United States Representative Thomas Foglietta, and reelected to the ten succeeding Congresses (May 19, 1998-January 3, 2019); chair, Committee on House Administration (One Hundred Tenth and One Hundred Eleventh Congresses); was not a candidate for reelection to the One Hundred Sixteenth Congress in 2018."
W000437,"A Senator and a Representative from Mississippi; born in Pontotoc, Pontotoc County, Miss., July 5, 1951; graduated Pontotoc High School, Pontotoc, Miss., 1969; B.A., University of Mississippi, University, Miss., 1973; J.D., University of Mississippi, University, Miss. 1975; Air Force Reserve Officer Training Corps; United States Air Force 1976-1980; United States Air Force Reserve 1980-2003; staff for United States Representative Trent Lott of Mississippi, House Committee on Rules 1980-1982; Tupelo, Miss., judge pro tem; Lee County, Miss., public defender 1984-1987; member of the Mississippi state senate 1988-1994; elected as a Republican to the One Hundred Fourth and to the six succeeding Congresses (January 3, 1995-December 31, 2007); resigned on December 31, 2007, to accept appointment to the Senate; appointed to the U.S. Senate on December 31, 2007, to fill the seat left vacant by the resignation of Chester Trent Lott; took oath of office on December 31, 2007; elected in 2008 in a special election for the term ending January 3, 2013; reelected in 2012, and again in 2018 for the term ending January 3, 2025; chair, National Republican Senatorial Committee (2015-2017); chair, Committee on Commerce, Science, and Transportation (One Hundred Sixteenth Congress)."
H000776,"A Representative from Kentucky; born in Detroit, Wayne County, Mich., October 25, 1933; attended the public schools of Wingo, Ky.; attended Murray State University, 1951-1954; served in the United States Marine Corps, 1954-1956; stockbroker, Hilliard &amp; Lyons, Inc.; county clerk, Fayette, Ky., 1969; served in the Kentucky State house of representatives, 1972-1976; State senate, 1976-1978; elected as a Republican to the Ninety-sixth and to the six succeeding Congresses (January 3, 1979-January 3, 1993); unsuccessful candidate in 1991 for governor of Kentucky; was not a candidate for renomination in 1992 to the One Hundred Third Congress; director, Tobacco Division, Agricultural Marketing Service, United States Department of Agriculture; died on November 15, 2021, in Lexington, Ky."
G000568,"a Representative from Virginia; born in Philadelphia, Philadelphia County, Pa., March 15, 1958; graduated from Andrew Lewis High School, Salem, Va.; B.A., Emory &amp; Henry College, Emory, Va., 1980; J.D., Washington &amp; Lee University School of Law, Lexington, Va., 1983; lawyer, private practice, 1983-2011; member of Virginia state house of delegates, 1994-2011; elected as a Republican to the One Hundred Twelfth and to the six succeeding Congresses (January 3, 2011-present)."
S000583,"A Representative from Texas; born in San Antonio, Bexar County, Tex., November 19, 1947; graduated from Texas Military Institute, San Antonio, Tex., 1965; B.A., Yale University, New Haven, Conn., 1969; J.D., Southern Methodist University School of Law, Dallas, Tex., 1975; journalist; lawyer, private practice; member of the Texas state house of representatives, 1981-1982; Bexar County, Tex., commissioner, 1982-1985; elected as a Republican to the One Hundredth and to the fifteen succeeding Congresses (January 3, 1987-January 3, 2019); was not a candidate for reelection to the One Hundred Sixteenth Congress in 2018; chair, Committee on Standards of Official Conduct (One Hundred Sixth Congress); chair, Committee on the Judiciary (One Hundred Twelfth Congress); chair, Committee on Science, Space, and Technology (One Hundred Thirteenth through One Hundred Fifteenth Congresses)."
O000175,"a Representative from Tennessee; born in Nashville, Davidson County, Tenn., June 18, 1971; graduated from Franklin High School, Franklin, Tenn., 1990; B.S., Middle Tennessee State University, Murfreesboro, Tenn., 2007; business owner; nonprofit executive; professional advocate; unsuccessful candidate for nomination to the One Hundred Eighth Congress in 2002; campaign staff, presidential campaign of Newton Leroy Gingrich, 2012; Mayor of Maury County, Tenn., 2018-2022; elected as a Republican to the One Hundred Eighteenth Congress (January 3, 2023-present)."
H001028,"A Senator from Nebraska; born in North Platte, Nebraska, October 4, 1946; graduated from St. Bonaventure High School, Columbus, Neb.; graduated from the Brown Institute for Radio and Television, Minneapolis, MN, 1966; graduated from University of Nebraska, Omaha, 1971; served in the U.S. Army infantry, attaining the rank of Sergeant E-5, 1967-1968, and serving in Vietnam in 1968; newscaster and talk show host in Omaha 1969-1971; administrative assistant to Representative John Y. McCollister (R-Neb.) 1971-1977; manager of government affairs for Firestone Tire &amp; Rubber Company, Washington, D.C. 1977-1980; deputy administrator, United States Veterans Administration, 1981-1982; investment banker and business executive in Washington and Omaha; deputy director and chief executive officer of the Economic Summit of Industrialized Nations (G-7) in 1990; elected as a Republican to the United States Senate in 1996; reelected in 2002, and served from January 3, 1997, to January 3, 2009; was not a candidate for reelection in 2008; Secretary of Defense in the Cabinet of President Barack Obama, 2013-2015."
D000203,"A Representative from Texas; born in Mercedes, Hidalgo County, Tex., September 22, 1927; educated at Mission (Tex.) High School, Edinburgh (Tex.) Junior College, and St. Mary's University, San Antonio, Tex., LL.B., 1952; at age 17 enlisted in the United States Navy and served from 1945 to 1946; served as an officer in the United States Army, Thirty-seventh Division Artillery, 1950-1952; graduated as a second lieutenant, St. Mary's ROTC, in 1951 and from the Artillery School, Fort Sill, Okla., in 1952; was admitted to the bar in 1952 and began practice in Mission, Tex.; member of the Texas state house of representatives 1952-1964; elected as a Democrat to the Eighty-ninth and to the fifteen succeeding Congresses (January 3, 1965-January 3, 1997); chair, Committee on Agriculture (Ninety-seventh through One Hundred Third Congresses); was not a candidate for reelection to the One Hundred Fifth Congress; died on March 13, 2017, in McAllen, Tex."
W000819,"a Representative from North Carolina; born in Dothan, Houston County, Ala., May 20, 1969; attended Trinity Baptist College, Jacksonville, Fla., 1987-1988; B.A., Piedmont International University, Winston-Salem, N.C., 1999; businessman; minister; elected as a Republican to the One Hundred Fourteenth and to the three succeeding Congresses (January 3, 2015-January 3, 2021); was not a candidate for reelection to the One Hundred Seventeenth Congress in 2020; unsuccessful candidate for nomination to the United States Senate in 2022."
H001095,"a Representative from Texas; born in Houston, Harris County, Tex., November 13, 1981; graduated from St. John&rsquo;s School, Houston, Tex., 2000; B.S. United States Military Academy, West Point, N.Y., 2004; M.P.A., Cornell University, Ithaca, N.Y., 2015; M.B.A., Cornell University, Ithaca, N.Y., 2015; M.I.L.R., Cornell University, Ithaca, N.Y., 2016; United States Army, 2004-2012; loan officer; human resources professional; unsuccessful candidate for election to the One Hundred Seventeenth Congress in 2020; elected as a Republican to the One Hundred Eighteenth Congress (January 3, 2023-present)."
W000815,"A Representative from Ohio; born in Cincinnati, Hamilton County, Ohio, June 17, 1958; graduated from St. Xavier High School, Finneytown, Ohio, 1976; B.A., University of Cincinnati, Cincinnati, Ohio, 1980; B.S. and D.P.M., William M. Scholl College of Podiatric Medicine, Rosalind Franklin University of Medicine and Science, Chicago, Ill., 1985; United States Army Reserve, 1998-2022; served in Operation Iraqi Freedom, 2005-2006; physician; unsuccessful candidate for mayor of Cincinnati, Ohio, in 2009; elected as a Republican to the One Hundred Thirteenth and to the five succeeding Congresses (January 3, 2013-present)."
J000211,"A Representative from Georgia; born in Tarboro, Edgecombe County, N.C., August 30, 1941; graduated from Woodrow Wilson High School, Portsmouth, Va., 1959; attended the University of North Carolina, Chapel Hill, N.C., 1961-1964; professional entertainer; unsuccessful candidate for election to the One Hundredth Congress in 1986; elected as a Democrat to the One Hundred First and to the succeeding Congress (January 3, 1989-January 3, 1993); unsuccessful candidate for reelection to the One Hundred Third Congress in 1992; unsuccessful candidate for election to the One Hundred Eighth Congress in Virginia in 2002."
N000054,"A Representative from Wisconsin; born in East Troy, Walworth County, Wis., February 27, 1954; graduated East Troy High School; B.S., University of Wisconsin, Whitewater, 1975; M.S., University of Wisconsin, River Falls, 1977; attended University of Wisconsin, Madison, 1979, 1983, 1993; mathematics teacher, football and basketball coach; real estate developer; builder; owner, Neumann Developments, Incorporated, Janesville, 1986-1993; unsuccessful candidate for the One Hundred Third Congress in a special election, May 4, 1993; elected as a Republican to the One Hundred Fourth and One Hundred Fifth Congresses (January 3, 1995-January 3, 1999); was not a candidate in 1998 for reelection to the U.S. House of Representatives but was an unsuccessful candidate for election to the United States Senate."
W000813,"a Representative from Indiana; born in South Bend, St. Joseph County, Ind., August 17, 1963; graduated from James Whitcomb Riley High School, South Bend, Ind., 1981; B.A., Taylor University, Upland, Ind., 1985; journalist; philanthropist; member of the Indiana state house of representatives, 2004-2010; unsuccessful candidate for election to the One Hundred Twelfth Congress in 2010; elected as a Republican to the One Hundred Thirteenth and to the four succeeding Congresses, and served until her death (January 3, 2013-August 3, 2022); died on August 3, 2022, in Elkhart County, Ind.; interment at Southlawn Cemetery, South Bend, Ind."
L000447,"A Representative and a Senator from Mississippi; born in Grenada, Grenada County, Miss., October 9, 1941; graduated from Pascagoula public schools; B.P.A., University of Mississippi 1963; J.D., same university 1967; served as field representative for the University of Mississippi 1963-1965; admitted to the Mississippi bar in 1967 and commenced practice in Pascagoula; administrative assistant to United States Representative William M. Colmer 1968-1972; elected as a Republican to the Ninety-third and to the seven succeeding Congresses (January 3, 1973-January 3, 1989); minority whip (1981-1989); elected to the United States Senate in 1988 and reelected in 1994, 2000, and again in 2006 and served from January 3, 1989, until his resignation on December 18, 2007; Republican party whip (1995-1996, 2007); majority leader (1996-January 3, 2001, January 20-June 6, 2001); minority leader (January 3-20, 2001; June 6, 2001-January 6, 2003); chair, Committee on Rules and Administration (One Hundred Eighth and One Hundred Ninth Congresses)."
D000628,"A Representative from Florida; born in Boston, Suffolk County, Mass., February 16, 1953; B.S., Washington &amp; Lee University, Lexington, Va., 1975; M.D., George Washington University, Washington, D.C., 1979; United States Army, 1989-2010; urologist; banker; elected as a Republican to the One Hundred Fifteenth and to the three succeeding Congresses (January 3, 2017-present)."
M000458,"A Representative from New York; born in Valley Stream, Nassau County, N.Y., March 27, 1942; attended the private schools; graduated, Valley Stream High School, 1959; B.S., New York State University, Brockport, 1963; M.A., New York University, New York City, 1968; teacher; author; deputy commissioner, Hempstead Township Parks and Recreation, 1965-1971; served in the New York State assembly, 1976-1980; elected as a Republican to the Ninety-seventh and to the five succeeding Congresses (January 3, 1981-January 3, 1993); was not a candidate for renomination in 1992 to the One Hundred Third Congress; president of a national brewers trade association; is a resident of Valley Stream, N.Y."
F000470,"a Representative from Minnesota; born November 3, 1965; graduated from Woodbury High School, Woodbury, Minn., 1984; attended College of Saint Benedict, St. Joseph, Minn., 1984-1986; B.A., St. Cloud State University, St. Cloud, Minn., 1989; J.D., William Mitchell College of Law, Saint Paul, Minn., 2011; member of the Paynesville, Minn., city council, 1996-1996; member of the Minnesota state senate, 1996-2018; lieutenant governor of Minnesota, 2018-2019; elected as a Republican to the One Hundred Seventeenth and to the succeeding Congress (January 3, 2021-present)."
M001220,"a Representative from Kentucky; born in Louisville, Jefferson County, Ky., December 23, 1979; graduated from duPont Manual High School, Louisville, Ky., 1998; B.A., University of Missouri, Columbia, Missouri, 2002; J.D., University of Kentucky, Lexington, Kentucky, 2007; staff, United States Representative A. B. (Ben) Chandler of Kentucky, 2004; staff, Office of the Attorney General, State of Kentucky; lawyer, private practice; member of the Kentucky state senate, 2013-2023; elected as a Democrat to the One Hundred Eighteenth Congress (January 3, 2023-present)."
S001184,"A Senator and a Representative from South Carolina; born in North Charleston, Charleston County, S.C., September 19, 1965; attended Presbyterian College, Clinton, S.C., 1983-1984; B.S., Charleston Southern University, Charleston, S.C., 1988; entrepreneur; Charleston County, S.C. council, 1995-2008; unsuccessful candidate for the South Carolina state senate in 1996; member of the South Carolina house of representatives, 2009-2010; elected as a Republican to the One Hundred Twelfth Congress, and served from January 3, 2011, to January 2, 2013, when he resigned to become a U.S. Senator; appointed January 2, 2013, to fill the vacancy caused by the resignation of James DeMint; appointment took effect upon his resignation from the House of Representatives on January 2, 2013; took the oath of office on January 3, 2013; subsequently elected as a Republican in 2014 in a special election; reelected in 2016, and again in 2022 for the term ending January 3, 2029."
B000817,"A Representative from Oklahoma; born in Ardmore, Carter County, Okla., November 8, 1941; attended public schools in Oklahoma and Texas; B.S., Southwestern Oklahoma State University, 1968; member, United States Army Reserves, 1966-1971; pharmacist; rancher; owner of a real estate company; member, Oklahoma house of representatives, 1983-1990; elected as a Democrat to the One Hundred Second and to the two succeeding congresses (January 3, 1991-January 3, 1997); was not a candidate for reelection to the One Hundred Fifth Congress in 1996; died on October 3, 2022, in Marietta, Okla."
T000477,"A Representative from Virginia; born in Baltimore, Md., June 27, 1979; graduated from Mardela High School, Mardela Springs, Md., 1997; certificate in Public Procurement and Contract Management, Old Dominion University; A.L.B., Harvard University Extension School, Cambridge, Mass., 2013; United States Navy, 1997-2005; real estate broker; entrepreneur; author; unsuccessful candidate for nomination to the One Hundred Twelfth Congress in 2010; member of the Virginia state house of delegates, 2014-2016; elected as a Republican to the One Hundred Fifteenth Congress (January 3, 2017-January 3, 2019); unsuccessful candidate for reelection to the One Hundred Sixteenth Congress in 2018; unsuccessful candidate for election to the One Hundred Seventeenth Congress in 2020."
R000578,"A Representative from Washington; born in Detroit Lakes, Becker County, Minn., August 29, 1950; graduated, Kent Meridian High School, Kent, Wash., 1968; A.A., Concordia Lutheran College, Portland, Oreg., 1970; United States Air Force Reserve, 1971-1976; United States Air Force, 1976; police officer, King County, Wash., 1972-1997; sheriff, King County, Wash., 1997- 2004; elected as a Republican to the One Hundred Ninth and to the six succeeding Congresses (January 3, 2005-January 3, 2019); was not a candidate for reelection to the One Hundred Sixteenth Congress in 2018."
C000191,"(grandmother of Andr&eacute; Carson) a Representative from Indiana; born Julia May Porter in Louisville, Jefferson County, Ky., July 8, 1938; graduated from Crispus Attucks High School, Indianapolis, Ind., 1955; attended Martin University, Indianapolis, Ind., and Indiana University-Purdue University, Fort Wayne, Ind.; secretary, United Auto Workers, Local #550; staff assistant, United States Representative Andrew Jacobs, Jr., of Indiana, 1965-1972; member of the Indiana state house of representatives, 1972-1976; member of the Indiana state senate, 1976-1990; Indianapolis, Ind., center township trustee, 1990-1996; elected as a Democrat to the One Hundred Fifth and to the five succeeding Congresses, served until her death on December 15, 2007 (January 3, 1997-December 15, 2007); died on December 15, 2007, in Indianapolis, Ind.; lay in state in Indiana state capitol in Indianapolis, December 21, 2007; interment at Crown Hill Cemetery, Indianapolis, Ind."
B001256,"A Representative from Minnesota; born in Waterloo, Black Hawk County, Iowa, April 6, 1956; graduated from Anoka High School, Anoka, Minn., 1974; B.A., Winona State University, Winona, Minn., 1978; J.D., Coburn School of Law, Oral Roberts University, Tulsa, Okla., 1986; L.L.M., College of William and Mary, Williamsburg, Va., 1988; lawyer, private practice; attorney, United States Department of the Treasury; member of the Minnesota state senate, 2001-2006; elected as a Republican to the One Hundred Tenth and to the three succeeding Congresses (January 3, 2007-January 3, 2015); was not a candidate for reelection to the One Hundred Fourteenth Congress in 2014."
