id,bio,api_out
--- | ---
1959-1981 | Champaign, Champaign County, Ill.
1981-1982 | Ithaca, N.Y.
1982-1992 | London, England
1992-1993 | Washington, D.C.
1993-1995 | (Unknown)
1995-2000 | (Unknown)
2001-2010 | Private practice and staff member for United States Representative John Porter of Illinois
2010-2016 | United States Senate"
J000285,"A Representative from Illinois; born in Urbana, Champaign County, Ill., July 23, 1946; graduated from Urbana High School, Urbana, Ill.; attended United States Military Academy, West Point, N.Y., 1964; graduated from University of Illinois, Champaign, Ill., 1969; J.D., University of Illinois, Champaign, Ill., 1972; lawyer, private practice; realtor; member, Urbana, Ill., city council, 1971-1975; member, Illinois state house of representatives, 1976-2000; elected as a Republican to the One Hundred Seventh and to the five succeeding Congresses (January 3, 2001-January 3, 2013); was not a candidate for reelection to the One Hundred Thirteenth Congress in 2012; died on May 9, 2022, in Urbana, Ill.","Time Period | Location
--- | ---
1946-1964 | Urbana, Champaign County, Ill.
1964-1969 | West Point, N.Y.
1969-1972 | Champaign, Ill.
1972-2022 | Private practice and realtor
1971-1975 | Urbana, Ill.
1976-2000 | Illinois state house of representatives
2001-2013 | Congress"
P000587,"A Representative from Indiana and a Vice President of the United States; born in Columbus, Bartholomew County, Ind., June 7, 1959; graduated from Hanover College, Hanover, Ind., 1981; J.D., Robert H. McKinney School of Law, Indiana University, Indianapolis, Ind., 1986; unsuccessful candidate for election to the United States House of Representatives in 1988 and 1990; elected as a Republican to the One Hundred Seventh and to the five succeeding Congresses (January 3, 2001-January 3, 2013); House Republican Conference Chair (One Hundred Eleventh Congress); was not a candidate for reelection to the One Hundredth Thirteenth Congress in 2012; Governor of Indiana, 2013-2017; elected Vice President of the United States on the Republican ticket headed by Donald Trump, and served from January 20, 2017, until January 20, 2021; unsuccessful candidate for reelection as Vice President in 2020.","Time Period | Location
--- | ---
1959-1981 | Columbus, Bartholomew County, Ind.
1981-1986 | Hanover, Ind.
1986-2000 | Indianapolis, Ind.
2001-2013 | United States House of Representatives
2013-2017 | Indiana
2017-2021 | Washington, D.C."
L000562,"A Representative from Massachusetts; born in Boston, Suffolk County, Mass., March 31, 1955; graduated from South Boston High School, Boston, Mass., 1973; B.S., Wentworth Institute, Boston, Mass., 1988; J.D., Boston College, Chestnut Hill, Mass., 1991; M.A., Harvard University, Cambridge, Mass., 1998; member of the Massachusetts state house of representatives, 1995-1996; member of the Massachusetts state senate, 1997-2001; elected as a Democrat to the One Hundred Seventh Congress, by special election, to fill the vacancy caused by the death of United States Representative Joseph Moakley, and reelected to the eleven succeeding Congresses (October 16, 2001-present).","Time Period | Location
--- | ---
1955-1973 | Boston, Suffolk County, Mass.
1973-1988 | Boston, Mass.
1988-1991 | Chestnut Hill, Mass.
1991-1998 | Cambridge, Mass.
1995-1996 | Massachusetts state house of representatives
1997-2001 | Massachusetts state senate
2001-present | Congress"
R000572,"A Representative from Michigan; born in Livingston County, Mich., June 2, 1963; graduated from Howell High School, Howell, Mich., 1981; B.S., Adrian College, Adrian, Mich., 1985; United States Army, 1985-1989; Federal Bureau of Investigation, 1989-1994; member of the Michigan state senate, 1995-2000, and majority floor leader, 1999-2000; elected as a Republican to the One Hundred Seventh and to the six succeeding Congresses (January 3, 2001-January 3, 2015); was not a candidate for reelection to the One Hundred Fourteenth Congress in 2014; chair, Permanent Select Committee on Intelligence (One Hundred Twelfth and One Hundred Thirteenth Congresses).","Time Period | Location
--- | ---
1963-1981 | Livingston County, Mich.
1981-1985 | Adrian, Mich.
1985-1989 | United States Army
1989-1994 | Federal Bureau of Investigation
1995-2000 | Michigan state senate
2001-2015 | Congress"
K000358,"A Representative from Minnesota; born in Benson, Swift County, Minn., April 11, 1957; graduated from St. John's University, Collegeville, Minn., 1979; M.B.A., University of Michigan, Ann Arbor, Mich., 1983; elected as a Republican to the One Hundred Seventh and to the two succeeding Congresses (January 3, 2001-January 3, 2007); not a candidate for reelection, but was an unsuccessful candidate to the United States Senate in 2006.","Time Period | Location
--- | ---
1957-1975 | Benson, Swift County, Minn.
1975-1979 | Collegeville, Minn.
1979-1983 | Ann Arbor, Mich.
1983-2001 | (Unknown)
2001-2007 | Congress"
M001143,"A Representative from Minnesota; born in Minneapolis, Hennepin County, Minn., July 12, 1954; graduated from South St. Paul High School, St. Paul, Minn., 1972; A.A., Inver Hills Community College, Inver Grove Heights, Minn., 1980; B.A., College of St. Catherine, St. Paul, Minn., 1987; member of the Minnesota state house of representatives, 1992-2001; elected as a Democrat to the One Hundred Seventh and to the eleven succeeding Congresses (January 3, 2001-present).","Time Period | Location
--- | ---
1954-1972 | Minneapolis, Hennepin County, Minn.
1972-1980 | St. Paul, Minn.
1980-1987 | Inver Grove Heights, Minn.
1992-2001 | Minnesota state house of representatives
2001-present | Congress"
A000358,"A Representative from Missouri; born in New York, N.Y., July 5, 1947; B.S., Worcester Polytechnic Institute, Worcester, Mass., 1971; M.Div., Covenant Seminary, St. Louis, Mo., 1984; United States Army, 1971-1980; member of the Missouri state house of representatives, 1988-2001; elected as a Republican to the One Hundred Seventh and to the five succeeding Congresses (January 3, 2001-January 3, 2013); was not a candidate for reelection to the One Hundred Thirteenth Congress in 2012, but was an unsuccessful candidate for election to the United States Senate; died on October 3, 2021, in Wildwood, Mo.","Time Period | Location
--- | ---
1947-1971 | New York, N.Y.
1971-1980 | United States Army
1988-2001 | Missouri state house of representatives
2001-2013 | Congress
2021 | Wildwood, Mo."
G000546,"a Representative from Missouri; born in Tarkio, Atchison County, Mo., November 7, 1963; graduated from Tarkio High School, Tarkio, Mo., 1982; B.S., University of Missouri, Columbia, Mo., 1986; member of the Missouri state house of representatives, 1992-1994; member of the Missouri state senate, 1994-2000; elected as a Republican to the One Hundred Seventh and to the eleven succeeding Congresses (January 3, 2001-present); chair, Committee on Small Business (One Hundred Twelfth and One Hundred Thirteenth Congresses); chair, Committee on Transportation and Infrastructure (One Hundred Eighteenth Congress).","Time Period | Location
--- | ---
1963-1982 | Tarkio, Atchison County, Mo.
1982-1986 | Columbia, Mo.
1992-1994 | Missouri state house of representatives
1994-2000 | Missouri state senate
2001-present | Congress"
R000571,"A Representative from Montana; born in Billings, Yellowstone County, Mont., October 5, 1955; graduated from West High School, Billings, Mont.; attended Montana State University, Billings, Mont., 1973-1974; B.A., Washington State University, Pullman, Wash., 1977; rancher; staff, United States Representative Ron Marlenee of Montana, 1979-1982; member, Montana state house of representatives, 1984-1991; Montana lieutenant governor, 1991-1996; unsuccessful candidate for the United States Senate in 1996; elected as a Republican to the One Hundred Seventh and to the five succeeding Congresses (January 3, 2001-January 3, 2013); not a candidate for reelection in 2012, but was an unsuccessful candidate for election to the United States Senate.","Time Period | Location
--- | ---
1955-1973 | Billings, Yellowstone County, Mont.
1973-1977 | Billings, Mont.
1977-1981 | Pullman, Wash.
1981-1982 | (Unknown)
1982-1991 | (Unknown)
1991-1996 | Montana
1996-2001 | (Unknown)
2001-2013 | Congress"
O000165,"A Representative from Nebraska; born in Hastings, Adams County, Nebr., February 23, 1937; graduated from Hastings High School, Hastings, Nebr.; B.S., Hastings College, Hastings, Nebr., 1959; M.A., University of Nebraska, Lincoln, Nebr., 1963; Ph.D., University of Nebraska, Lincoln, Nebr., 1965; Nebraska Army National Guard, 1960-1966; head football coach, University of Nebraska, 1972-1997; elected as a Republican to the One Hundred Seventh and to the two succeeding Congresses (January 3, 2001-January 3, 2007); not a candidate for reelection, but was an unsuccessful candidate for the Republican nomination for Governor of Nebraska in 2006.","Time Period | Location
--- | ---
1937-1955 | Hastings, Adams County, Nebr.
1955-1959 | Hastings, Nebr.
1959-1965 | Lincoln, Nebr.
1965-1966 | (Nebraska Army National Guard)
1972-1997 | University of Nebraska
2001-2007 | Congress"
F000443,"A Representative from New Jersey; born in Ridgewood, Bergen County, N.J., June 22, 1970; graduated from Delbarton School, Morristown, N.J.; B.A., University of Notre Dame, Notre Dame, Ind.; M.P.A., Georgetown University, Washington, D.C.; elected as a Republican to the One Hundred Seventh and to the three succeeding Congresses (January 3, 2001-January 3, 2009); was not a candidate for reelection to the One Hundred Eleventh Congress in 2008.","Time Period | Location
--- | ---
1970-1988 | Ridgewood, Bergen County, N.J.
1988-1992 | Morristown, N.J.
1992-1996 | Notre Dame, Ind.
1996-1998 | Washington, D.C.
1998-2009 | Congress"
I000057,"A Representative from New York; born in Brooklyn, Kings County, N.Y., May 30, 1958; attended Nassau Community College, Garden City, N.Y., 1978; attended Syracuse University, Syracuse, N.Y., 1978-1979; B.A., George Washington University, Washington, D.C., 1982; staff, United States Representative Richard Ottinger of New York, 1980-1983; member of the Huntington, N.Y., town board, 1993-2001; elected as a Democrat to the One Hundred Seventh and to the seven succeeding Congresses (January 3, 2001-January 3, 2017); was not a candidate for reelection to the One Hundred Fifteenth Congress in 2016.","Time Period | Location
--- | ---
1958-1978 | Brooklyn, Kings County, N.Y.
1978-1979 | Syracuse, N.Y.
1979-1982 | Washington, D.C.
1982-2000 | Huntington, N.Y.
2001-2017 | Congress"
T000462,"A Representative from Ohio; born in Columbus, Franklin County, Ohio, October 21, 1962; graduated from Northland High School, Columbus, Ohio, 1981; B.A., Ohio State University, Columbus, Ohio, 1985; member of the Ohio state house of representatives, 1992-2001; elected as a Republican to the One Hundred Seventh and to the eight succeeding Congresses until his resignation on January 15, 2018 (January 3, 2001-January 15, 2018); chair, Joint Economic Committee (One Hundred Fifteenth Congress).","Time Period | Location
--- | ---
1962-1981 | Columbus, Franklin County, Ohio
1981-1985 | Columbus, Ohio
1985-1992 | (unknown)
1992-2001 | Ohio State House of Representatives
2001-2018 | Washington D.C."
S001155,"A Representative from Oklahoma; born in Tulsa, Tulsa County, Okla., January 1, 1965; graduated from Bishop Kelley High School, Tulsa, Okla.; B.B.A., Northeastern State University, Tahlequah, Okla., 1992; real estate broker; member of the Oklahoma state house of representatives, 1995-2002; elected as a Republican to the One Hundred Seventh Congress, by special election (January 8, 2002) in anticipation of the vacancy caused by the resignation of United States Representative Steve Largent, and reelected to the five succeeding Congresses (February 15, 2002-January 3, 2013); unsuccessful candidate for nomination to the One Hundred Thirteenth Congress in 2012.","Time Period | Location
--- | ---
1965-1983 | Tulsa, Tulsa County, Okla.
1983-1992 | Tahlequah, Okla.
1992-2021 | Private practice and real estate broker
1995-2002 | Oklahoma state house of representatives
2002-2013 | Congress"
H001033,"a Representative from Pennsylvania; born in Pittsburgh, Allegheny County, Pa., April 4, 1962; graduated from North Allegheny High School, North Allegheny, Pa.; B.A., Washington and Jefferson College, Washington, Pa., 1984; J.D., University of Pittsburgh, Pittsburgh, Pa., 1987; lawyer, private practice; member of the Pennsylvania state senate, 1991-2000; elected as a Republican to the One Hundred Seventh and to the two succeeding Congresses (January 3, 2001-January 3, 2007); unsuccessful candidate for reelection to the One Hundred Tenth Congress in 2006; unsuccessful candidate for election to the One Hundred Eleventh Congress in 2008; unsuccessful candidate for nomination for Governor of Pennsylvania in 2022.","Time Period | Location
--- | ---
1962-1984 | Pittsburgh, Allegheny County, Pa.
1984-1987 | Washington, Pa.
1987-2021 | Pittsburgh, Pa.
1991-2000 | Pennsylvania State Senate
2001-2007 | Congress
2008 | Pennsylvania
2022 | Pennsylvania (unsuccessful candidate for Governor)"
S001154,"(Son of E. G. &quot;Bud&quot; Shuster), a Representative from Pennsylvania; born in McKeesport, Allegheny County, Pa., January 10, 1961; graduated from Everett High School, Everett. Pa.; B.A., Dickinson College, Carlisle, Pa., 1983; M.B.A., American University, Washington, D.C.; business owner; elected as a Republican to the One Hundred Seventh Congress, by special election, to fill the vacancy caused by the resignation of United States Representative E. G. ""Bud"" Shuster of Pennsylvania and reelected to the eight succeeding Congresses (May 15, 2001-January 3, 2019); chair, Committee on Transportation and Infrastructure (One Hundred Thirteenth through One Hundred Fifteenth Congresses); was not a candidate for reelection to the One Hundred Sixteenth Congress in 2018.","Time Period | Location
--- | ---
1961-1979 | McKeesport, Allegheny County, Pa.
1979-1983 | Everett, Pa.
1983-1985 | Carlisle, Pa.
1985-2001 | Washington, D.C.
2001-2019 | Pennsylvania"
G000280,"A Representative from Virginia; born in the City of Richmond, Va., October 17, 1946; graduated from Franklin County High School, Rocky Mount, Va., 1965; B.A., University of Richmond, Richmond, Va., 1969; J.D., University of Virginia School of Law, Charlottesville, Va., 1973; Virginia Army National Guard, 1969-1975; lawyer, private practice; member of the Virginia state senate, 1973-1997; unsuccessful candidate for nomination as United States Senator in 1982; unsuccessful candidate for nomination as United States Senator in 1994; elected as a Democrat to the One Hundred Fifth Congress and to the succeeding Congress, changed party affiliation from a Democrat to an Independent on January 27, 2000; elected as an Independent to the One Hundred Seventh Congress and changed party affiliation to Republican on August 1, 2002, elected as a Republican to the One Hundred Eighth and to the two succeeding Congress (January 3, 1997-January 3, 2009); unsuccessful candidate for reelection to the One Hundred Eleventh Congress in 2008; unsuccessful Constitution Party candidate for election for the President of the United States in 2012.","Time Period | Location
--- | ---
1946-1965 | City of Richmond, Va.
1965-1969 | Rocky Mount, Va.
1969-1973 | Richmond, Va.
1973-1997 | Virginia state senate
1997-2009 | Congress"
P000585,"A Representative from Pennsylvania; born in York, York County, Pa., March 5, 1962; attended York Suburban High School, York, Pa., 1980; B.S., Shippensburg University, Shippensburg, Pa., 1984; J.D., Pepperdine University School of Law,Pepperdine University, Malibu, Calif., 1991; member of the Pennsylvania state house of representatives, 1992-2000; elected as a Republican to the One Hundred Seventh and to the five succeeding Congresses (January 3, 2001-January 3, 2013); was not a candidate for reelection to the One Hundred Thirteenth Congress in 2012; judge, Common Pleas Court, York County, Pa., nineteenth district, 2014-present.","Time Period | Location
--- | ---
1962-1980 | York, York County, Pa.
1980-1984 | Shippensburg, Pa.
1984-1991 | Malibu, Calif.
1992-2000 | Pennsylvania state house of representatives
2001-2013 | Congress
2014-present | York County, Pa."
L000559,"a Representative from Rhode Island; born in Providence, Providence County, R.I., April 22, 1964; B.A., Rhode Island College, Providence, R.I., 1990; M.P.A., Harvard University, Cambridge, Mass., 1994; member of the Rhode Island state house of representatives, 1988-1994; Rhode Island secretary of state, 1994-2001; elected as a Democrat to the One Hundred Seventh and to the ten succeeding Congresses (January 3, 2001-January 3, 2023); was not a candidate for reelection to the One Hundred Eighteenth Congress in 2022.","Time Period | Location
--- | ---
1964-1988 | Providence, Providence County, R.I.
1988-1994 | Rhode Island state house of representatives
1994-2001 | Rhode Island secretary of state
2001-2022 | Congress"
B001235,"A Representative from South Carolina; born in Bishopville, Lee County, S.C., December 20, 1935; graduated from Berkeley High School, Moncks Corner, S.C., 1953; attended Baptist College (now Charleston Southern University), Charleston, S.C.; attended The Citadel, Charleston, S.C.; South Carolina National Guard, 1953-1962; business executive; member of the South Carolina state general assembly, 1985-2000; member of the Hanahan, S.C., city council, 1996-2000; elected as a Republican to the One Hundred Seventh and to the four succeeding Congresses (January 3, 2001-January 3, 2011); was not a candidate for reelection to the One Hundred Twelfth Congress in 2010.","Time Period | Location
--- | ---
1935-1953 | Bishopville, Lee County, S.C.
1953-1962 | South Carolina National Guard
1953-1957 | Charleston, S.C.
1957-1961 | Charleston, S.C.
1961-1962 | Charleston, S.C.
1962-1985 | Business executive
1985-2000 | South Carolina state general assembly
1996-2000 | Hanahan, S.C.
2001-2011 | Congress"
W000795,"a Representative from South Carolina; born in Charleston, S.C., July 31, 1947; graduated from the High School of Charleston, Charleston, S.C.; B.A., Washington and Lee University, Lexington, Va., 1969; J.D., University of South Carolina, Columbia, S.C., 1972; United States Army Reserve, 1972-1975; South Carolina Army National Guard, 1975-2003; lawyer, private practice; deputy general counsel, United States Department of Energy, 1981-1982; staff, United States Senator Strom Thurmond of South Carolina; staff, United States Representative Floyd Spence of South Carolina; member of the South Carolina state senate, 1984-2001; elected as a Republican to the One Hundred Seventh Congress, by special election, to fill the vacancy caused by the death of United States Representative Floyd Spence, and reelected to the eleven succeeding Congresses (December 18, 2001-present); reprimanded by the U.S. House of Representatives, on September 15, 2009, for interrupting President's remarks before a Joint Session which was a ""breach of decorum and degraded the proceedings"" of the Joint Session.","Time Period | Location
--- | ---
1947-1965 | Charleston, S.C.
1965-1969 | Lexington, Va.
1969-1972 | Columbia, S.C.
1972-2003 | United States Army Reserve and South Carolina Army National Guard
1981-1982 | United States Department of Energy
1982-2001 | Staff for United States Senator Strom Thurmond and United States Representative Floyd Spence
1984-2001 | South Carolina state senate
2001-present | Congress"
C001048,"A Representative from Texas; born in Houston, Harris County, Tex., August 24, 1956; graduated from Lamar High School, Houston, Tex., 1975; B.A., Southern Methodist University, Dallas, Tex., 1981; J.D., South Texas College of Law, Houston, Tex.; member of the Texas state house of representatives, 1986-2001; elected as a Republican to the One Hundred Seventh and to the eight succeeding Congresses (January 3, 2001-January 3, 2019); unsuccessful candidate for reelection to the One Hundred Sixteenth Congress in 2018.","Time Period | Location
--- | ---
1956-1975 | Houston, Harris County, Tex.
1975-1981 | Dallas, Tex.
1981-1986 | Houston, Tex.
1986-2001 | Texas state house of representatives
2001-2019 | Congress"
M001142,"A Representative from Utah; born in Salt Lake City, Salt Lake County, Utah, March 21, 1960; A.B., Harvard University, Cambridge, Mass., 1982; M.B.A., University of California, Los Angeles, Calif., 1987; business consultant; business owner; elected as a Democrat to the One Hundred Seventh and to the six succeeding Congresses (January 3, 2001-January 3, 2015); was not a candidate for reelection to the One Hundred Fourteenth Congress in 2014.","Time Period | Location
--- | ---
1960-1982 | Salt Lake City, Salt Lake County, Utah
1982-1987 | Cambridge, Mass.
1987-2001 | Los Angeles, Calif.
2001-2015 | Congress"
D000597,"A Representative from Virginia; born in Rowan County, N.C., June 29, 1950; attended Hampton Roads Business College, Hampton Roads, Va.; business owner; member of the Virginia state general assembly, 1997-2001; elected as a Republican to the One Hundred Seventh and to the three succeeding Congresses, (January 3, 2001-October 6, 2007); died on October 6, 2007, in Gloucester County, Va; interment at Bellamy United Methodist Church Cemetery, Bellamy, Va.","Time Period | Location
--- | ---
1950-1997 | Rowan County, N.C.
1997-2001 | Hampton Roads, Va.
2001-2007 | Gloucester County, Va."
F000445,"A Representative from Virginia; born in Chesapeake, Chesapeake County, Va., February 17, 1952; graduated from Great Bridge High School, Chesapeake, Va., 1970; B.A., Randolph-Macon College, Ashland, Va., 1974; J.D., University of Virginia, Charlottesville, Va., 1977; lawyer, private practice; chairman, Republican Party of Virginia, 1996-2001; member of the Virginia state house of delegates, 1989-1997; member of the Virginia state senate, 1997-2001; elected as a Republican to the One Hundred Seventh Congress, by special election, to fill the vacancy caused by the death of United States Representative Norman Sisisky, and reelected to the seven succeeding Congresses (June 19, 2001-January 3, 2017); unsuccessful candidate for renomination to the One Hundred Fifteenth Congress in 2016.","Time Period | Location
--- | ---
1952-1970 | Chesapeake, Chesapeake County, Va.
1970-1974 | Ashland, Va.
1974-1977 | Charlottesville, Va.
1977-2021 | Private practice
1989-1997 | Virginia state house of delegates
1997-2001 | Virginia state senate
2001-2017 | Congress"
C001046,"A Representative from Virginia; born in Richmond, Henrico County, Va., June 6, 1963; B.A., George Washington University, Washington, D.C., 1985; J.D., College of William and Mary, Williamsburg, Va., 1988; M.S., Columbia University, New York, N.Y., 1989; lawyer; small businessman; member of the Virginia state house of delegates, 1992-2001; elected as a Republican to the One Hundred Seventh and to the six succeeding Congresses until his resignation on August 18, 2014 (January 3, 2001-August 18, 2014); unsuccessful candidate for renomination to the One Hundred Fourteenth Congress in 2014; minority whip (One Hundred Eleventh Congress); majority leader (One Hundred Twelfth and One Hundred Thirteenth Congresses).","Time Period | Location
--- | ---
1963-1985 | Richmond, Henrico County, Va.
1985-1988 | Washington, D.C.
1988-1989 | Williamsburg, Va.
1989-2001 | New York, N.Y.
1992-2001 | Virginia state house of delegates
2001-2014 | Congress"
L000560,"A Representative from Washington; born in Arlington, Snohomish County, Wash., June 15, 1965; graduated from Arlington High School, Arlington, Wash., 1983; B.A., Pacific Lutheran University, Tacoma, Wash., 1987; M.P.A., University of Minnesota, Minneapolis, Minn., 1990; member of the Snohomish, Wash., county council, 1998-2000; elected as a Democrat to the One Hundred Seventh and to the eleven succeeding Congresses (January 3, 2001-present).","Time Period | Location
--- | ---
1965-1983 | Arlington, Snohomish County, Wash.
1983-1987 | Arlington, Wash.
1987-1990 | Tacoma, Wash.
1990-1998 | Minneapolis, Minn.
1998-2000 | Snohomish, Wash.
2001-present | Congress"
C001047,"(Daughter of Arch Alfred Moore, Jr.), a Senator and a Representative from West Virginia; born in Glendale, Marshall County, W.Va., November 26, 1953; B.S., Duke University, Durham, N.C., 1975; M.Ed., University of Virginia, Charlottesville, Va., 1976; college counselor; member, West Virginia state house of representatives, 1997-2001; elected as a Republican to the One Hundred Seventh and to the six succeeding Congresses (January 3, 2001-January 3, 2015); was not a candidate for reelection to the House of Representatives but was elected as a Republican to the United States Senate in 2014; reelected in 2020 for the term ending January 3, 2027; vice-chair, Republican Conference (2023-).","Time Period | Location
--- | ---
1953-1971 | Glendale, Marshall County, W.Va.
1971-1975 | Durham, N.C.
1975-1976 | Charlottesville, Va.
1976-1997 | College counselor
1997-2001 | West Virginia state house of representatives
2001-2015 | Congress
2015-2023 | United States Senate
2023-present | United States Senate"
C001049,"a Representative from Missouri; born in St. Louis, Mo., July 27, 1956; graduated from Springbrook High School, Silver Spring, Md., 1974; B.A., University of Maryland, College Park, Md., 1983; member of the Missouri state house of representatives, 1983-1991; member of the Missouri state senate, 1991-2001; elected as a Democrat to the One Hundred Seventh and to the nine succeeding Congresses (January 3, 2001-January 3, 2021); unsuccessful candidate for renomination to the One Hundred Seventeenth Congress in 2020.","Time Period | Location
--- | ---
1956-1974 | St. Louis, Mo.
1974-1983 | Silver Spring, Md.
1983-1991 | Missouri state house of representatives
1991-2001 | Missouri state senate
2001-2021 | Congress"
R000141,"A Representative from Ohio; born in Beach City, Stark County, Ohio, December 3, 1924; B.A., Mount Union College, Alliance, Ohio, 1948; LL.B., William McKinley School of Law, Canton, Ohio, 1952; United States Navy, 1944-1946; lawyer, private practice; member of the Ohio state board of education, 1960-1964; member of the Ohio state house of representatives, 1965-1966; member of the Ohio state senate, 1967-1972; delegate, Republican National Convention, 1972; elected as a Republican to the Ninety-third and to the seventeen succeeding Congresses (January 3, 1973-January 3, 2009); was not a candidate for reelection to the One Hundred Eleventh Congress in 2008; died on July 19, 2017, in Bethlehem Township, Ohio.","Time Period | Location
--- | ---
1924-1944 | Beach City, Stark County, Ohio
1944-1946 | (WWII)
1946-1948 | Alliance, Ohio
1948-1952 | Canton, Ohio
1952-2017 | Private practice
1960-1964 | Ohio state board of education
1965-1966 | Ohio state house of representatives
1967-1972 | Ohio state senate
1972-2009 | Congress
2017 | Bethlehem Township, Ohio"
S000810,"A Representative from California; born in Milwaukee, Wis., November 11, 1931; B.S., Massachusetts Institute of Technology, Cambridge, Mass., 1953; M.B.A., University of California, Berkeley, Calif., 1960; United States Air Force, 1955-1957; bank executive; alternate delegate, Democratic National Convention, 1972; elected as a Democrat to the Ninety-third and to the nineteen succeeding Congresses (January 3, 1973-January 3, 2013); chair, Committee on the District of Columbia (One Hundred Third Congress), Committee on Ways and Means (One Hundred Eleventh Congress); unsuccessful candidate for reelection to the One Hundred Thirteenth Congress in 2012; died on January 24, 2020, in Harwood, Md.","Time Period | Location
--- | ---
1931-1953 | Milwaukee, Wis.
1953-1955 | (Unknown)
1955-1957 | United States Air Force
1957-1960 | Berkeley, Calif.
1960-1973 | (Unknown)
1973-2013 | California
2020 | Harwood, Md."
Y000033,"A Representative from Alaska; born in Meridian, Sutter County, Calif., June 9, 1933; A.A., Yuba Junior College, Marysville, Calif., 1952; B.A., California State University, Chico, Calif., 1958; United States Army, 1955-1957; teacher; Mayor of Fort Yukon, Alaska, 1960-1968; riverboat captain, 1968-1972; member of the Fort Yukon, Alaska, city council, 1960-1968; member of the Alaska state house of representatives, 1966-1970; member of the Alaska state senate, 1970-1973; delegate, Alaska state Republican conventions, 1964, 1966, 1968, and 1972; elected as a Republican to the Ninety-third Congress, by special election, to fill the vacancy caused by the death of United States Representative Nick Begich, and reelected to the twenty-four succeeding Congresses, and served until his death (March 6, 1973-March 18, 2022); chair, Committee on Resources (One Hundred Fourth through One Hundred Sixth Congresses); chair, Committee on Transportation and Infrastructure (One Hundred Seventh through One Hundred Ninth Congresses); died on March 18, 2022, while en route to Alaska; lay in state in National Statuary Hall, March 29, 2022.","Time Period | Location
--- | ---
1933-1955 | Meridian, Sutter County, Calif.
1955-1957 | United States Army
1958-1960 | Chico, Calif.
1960-1972 | Fort Yukon, Alaska
1960-1968 | Fort Yukon, Alaska (City Council)
1960-1968 | Fort Yukon, Alaska (Mayor)
1964-1972 | Alaska (Delegate, Republican Conventions)
1966-1970 | Alaska State House of Representatives
1970-1973 | Alaska State Senate
1973-2022 | Congress
1973-2022 | Washington D.C.
2022 | En route to Alaska"
M001120,"A Representative from Pennsylvania; born in New Martinsville, Wetzel County, W.Va., June 17, 1932; graduated from Ramsey High School, Mount Pleasant, Pa., 1950; attended Kiskiminetas Spring School, 1951; B.A., University of Pittsburgh, Pittsburgh, Pa., 1962; attended Indiana University of Pennsylvania, Indiana, Pa., 1963; United States Marine Corps, 1952-1955, and 1966-1967; United States Marine Corps Reserves, 1955-1966, and 1967-1990; member of the Pennsylvania state house of representatives, 1969-1974; elected as a Democrat to the Ninety-third Congress by special election, to fill the vacancy caused by the death of United States Representative John P. Saylor, reelected to the eighteen succeeding Congresses (February 5, 1974-February 8, 2010); died on February 8, 2010, in Arlington, Va.; interment at Grandview Cemetery, Southmont, Pa.","Time Period | Location
--- | ---
1932-1950 | New Martinsville, Wetzel County, W.Va.
1950-1951 | Mount Pleasant, Pa.
1951-1952 | Kiskiminetas Spring School
1952-1955 | (US Marine Corps)
1955-1962 | (US Marine Corps Reserves)
1962-1963 | Pittsburgh, Pa.
1963-1966 | Indiana, Pa.
1966-1967 | (US Marine Corps)
1967-1990 | (US Marine Corps Reserves)
1969-1974 | Pennsylvania state house of representatives
1974-2010 | Congress
2010 | Arlington, Va."
O000007,"A Representative from Wisconsin; born in Okmulgee, Okmulgee County, Okla., October 3, 1938; graduated from Wausau High School, Wausau, Wis., 1956; B.S., University of Wisconsin, Madison, Wis., 1960; M.A., University of Wisconsin, Madison, Wis., 1962; real estate broker; member of the Wisconsin state assembly, 1963-1969; elected as a Democrat to the Ninety-first Congress to fill the vacancy caused by the resignation of United States Representative Melvin R. Laird, and reelected to the twenty succeeding Congresses (April 1, 1969-January 3, 2011); not a candidate for reelection to the One Hundred Twelfth Congress in 2010; chair, Joint Economic Committee (Ninety-ninth Congress); chair, Committee on Appropriations (One Hundred Third, One Hundred Tenth and One Hundred Eleventh Congresses).","Time Period | Location
--- | ---
1938-1956 | Okmulgee, Okmulgee County, Okla.
1956-1962 | Wausau, Wis.
1962-1969 | Madison, Wis.
1963-1969 | Wisconsin state assembly
1969-2011 | Congress"
B001244,"A Representative from Alabama; born in Selma, Dallas County, Ala., November 19, 1959; B.A., University of Alabama, 1982; attended University of Alabama Law School; staff, United States Representative Sonny Callahan of Alabama, 1985-2002; elected as a Republican to the One Hundred Eighth and to the five succeeding Congresses until his resignation on August 2, 2013 (January 3, 2003-August 2, 2013); chair, Committee on Ethics (One Hundred Twelfth Congress); vice chancellor, University of Alabama, Tuscaloosa, Ala., 2013&ndash;2018; staff, Alabama Governor Kay Ivey, 2018&ndash;present.","Time Period | Location
--- | ---
1959-1982 | Selma, Dallas County, Ala.
1982-1985 | University of Alabama
1985-2002 | Staff, United States Representative Sonny Callahan of Alabama
2003-2013 | Congress
2013-2018 | University of Alabama, Tuscaloosa, Ala.
2018-present | Staff, Alabama Governor Kay Ivey"
